sku_id,product_name,category,quantity_on_hand,unit_cost,total_value,pct_of_total_value,cumulative_pct,abc_classification
SKU0076,Smartphones_0076,Smartphones,3248,393.67,1278640.16,0.14,61.71,A - High Value (Top 80%)
SKU0102,Tablets_0102,Tablets,1981,643.97,1275704.57,0.14,61.85,A - High Value (Top 80%)
SKU0095,Tablets_0095,Tablets,2300,553.52,1273096.0,0.14,61.99,A - High Value (Top 80%)
SKU0115,Tablets_0115,Tablets,2506,506.59,1269514.54,0.14,62.13,A - High Value (Top 80%)
SKU0158,Laptops_0158,Laptops,1650,767.05,1265632.5,0.14,62.27,A - High Value (Top 80%)
SKU0031,Smartphones_0031,Smartphones,2590,485.81,1258247.9,0.14,62.41,A - High Value (Top 80%)
SKU0176,Tablets_0176,Tablets,1860,668.69,1243763.4,0.14,62.55,A - High Value (Top 80%)
SKU0194,Laptops_0194,Laptops,4785,258.15,1235247.75,0.14,62.68,A - High Value (Top 80%)
SKU0106,Laptops_0106,Laptops,2152,571.73,1230362.96,0.14,62.82,A - High Value (Top 80%)
SKU0021,Laptops_0021,Laptops,2872,427.62,1228124.64,0.14,62.96,A - High Value (Top 80%)
SKU0177,Laptops_0177,Laptops,1664,737.42,1227066.88,0.14,63.09,A - High Value (Top 80%)
SKU0059,Smartphones_0059,Smartphones,2730,447.86,1222657.8,0.14,63.23,A - High Value (Top 80%)
SKU0139,Laptops_0139,Laptops,4266,286.44,1221953.04,0.14,63.36,A - High Value (Top 80%)
SKU0024,Smartphones_0024,Smartphones,4945,246.26,1217755.7,0.13,63.5,A - High Value (Top 80%)
SKU0023,Smartphones_0023,Smartphones,2944,412.49,1214370.56,0.13,63.63,A - High Value (Top 80%)
SKU0068,Laptops_0068,Laptops,2228,541.59,1206662.52,0.13,63.77,A - High Value (Top 80%)
SKU0181,Laptops_0181,Laptops,1766,680.29,1201392.14,0.13,63.9,A - High Value (Top 80%)
SKU0059,Smartphones_0059,Smartphones,2680,447.86,1200264.8,0.13,64.03,A - High Value (Top 80%)
SKU0060,Laptops_0060,Laptops,4309,277.26,1194713.34,0.13,64.16,A - High Value (Top 80%)
SKU0024,Smartphones_0024,Smartphones,4837,246.26,1191159.62,0.13,64.3,A - High Value (Top 80%)
SKU0194,Laptops_0194,Laptops,4590,258.15,1184908.5,0.13,64.43,A - High Value (Top 80%)
SKU0066,Smartphones_0066,Smartphones,3299,358.03,1181140.97,0.13,64.56,A - High Value (Top 80%)
SKU0115,Tablets_0115,Tablets,2331,506.59,1180861.29,0.13,64.69,A - High Value (Top 80%)
SKU0066,Smartphones_0066,Smartphones,3296,358.03,1180066.88,0.13,64.82,A - High Value (Top 80%)
SKU0122,Tablets_0122,Tablets,2341,503.31,1178248.71,0.13,64.95,A - High Value (Top 80%)
SKU0194,Laptops_0194,Laptops,4554,258.15,1175615.1,0.13,65.08,A - High Value (Top 80%)
SKU0104,Laptops_0104,Laptops,2864,408.16,1168970.24,0.13,65.21,A - High Value (Top 80%)
SKU0070,Laptops_0070,Laptops,1917,608.79,1167050.43,0.13,65.34,A - High Value (Top 80%)
SKU0156,Tablets_0156,Tablets,2738,424.32,1161788.16,0.13,65.47,A - High Value (Top 80%)
SKU0192,Laptops_0192,Laptops,4970,233.49,1160445.3,0.13,65.6,A - High Value (Top 80%)
SKU0168,Tablets_0168,Tablets,2032,568.96,1156126.72,0.13,65.72,A - High Value (Top 80%)
SKU0057,Laptops_0057,Laptops,2410,477.04,1149666.4,0.13,65.85,A - High Value (Top 80%)
SKU0043,Tablets_0043,Tablets,1815,631.5,1146172.5,0.13,65.98,A - High Value (Top 80%)
SKU0048,Smartphones_0048,Smartphones,1663,688.11,1144326.93,0.13,66.11,A - High Value (Top 80%)
SKU0060,Laptops_0060,Laptops,4125,277.26,1143697.5,0.13,66.23,A - High Value (Top 80%)
SKU0187,Laptops_0187,Laptops,1594,714.3,1138594.2,0.13,66.36,A - High Value (Top 80%)
SKU0066,Smartphones_0066,Smartphones,3173,358.03,1136029.19,0.13,66.48,A - High Value (Top 80%)
SKU0139,Laptops_0139,Laptops,3965,286.44,1135734.6,0.13,66.61,A - High Value (Top 80%)
SKU0139,Laptops_0139,Laptops,3943,286.44,1129432.92,0.13,66.74,A - High Value (Top 80%)
SKU0122,Tablets_0122,Tablets,2234,503.31,1124394.54,0.12,66.86,A - High Value (Top 80%)
SKU0023,Smartphones_0023,Smartphones,2705,412.49,1115785.45,0.12,66.98,A - High Value (Top 80%)
SKU0115,Tablets_0115,Tablets,2199,506.59,1113991.41,0.12,67.11,A - High Value (Top 80%)
SKU0004,Smartphones_0004,Smartphones,3279,339.3,1112564.7,0.12,67.23,A - High Value (Top 80%)
SKU0057,Laptops_0057,Laptops,2330,477.04,1111503.2,0.12,67.35,A - High Value (Top 80%)
SKU0089,Tablets_0089,Tablets,2880,382.81,1102492.8,0.12,67.48,A - High Value (Top 80%)
SKU0132,Smartphones_0132,Smartphones,4922,223.6,1100559.2,0.12,67.6,A - High Value (Top 80%)
SKU0076,Smartphones_0076,Smartphones,2784,393.67,1095977.28,0.12,67.72,A - High Value (Top 80%)
SKU0048,Smartphones_0048,Smartphones,1592,688.11,1095471.12,0.12,67.84,A - High Value (Top 80%)
SKU0082,Smartphones_0082,Smartphones,3113,351.19,1093254.47,0.12,67.96,A - High Value (Top 80%)
SKU0070,Laptops_0070,Laptops,1793,608.79,1091560.47,0.12,68.08,A - High Value (Top 80%)
SKU0161,Tablets_0161,Tablets,2428,448.79,1089662.12,0.12,68.2,A - High Value (Top 80%)
SKU0136,Smartphones_0136,Smartphones,2289,473.94,1084848.66,0.12,68.32,A - High Value (Top 80%)
SKU0107,Smartphones_0107,Smartphones,2097,516.9,1083939.3,0.12,68.44,A - High Value (Top 80%)
SKU0039,Smartphones_0039,Smartphones,1344,796.46,1070442.24,0.12,68.56,A - High Value (Top 80%)
SKU0148,Tablets_0148,Tablets,1559,686.32,1069972.88,0.12,68.68,A - High Value (Top 80%)
SKU0004,Smartphones_0004,Smartphones,3153,339.3,1069812.9,0.12,68.8,A - High Value (Top 80%)
SKU0070,Laptops_0070,Laptops,1748,608.79,1064164.92,0.12,68.92,A - High Value (Top 80%)
SKU0189,Tablets_0189,Tablets,2343,452.56,1060348.08,0.12,69.03,A - High Value (Top 80%)
SKU0004,Smartphones_0004,Smartphones,3123,339.3,1059633.9,0.12,69.15,A - High Value (Top 80%)
SKU0122,Tablets_0122,Tablets,2102,503.31,1057957.62,0.12,69.27,A - High Value (Top 80%)
SKU0043,Tablets_0043,Tablets,1666,631.5,1052079.0,0.12,69.38,A - High Value (Top 80%)
SKU0004,Smartphones_0004,Smartphones,3096,339.3,1050472.8,0.12,69.5,A - High Value (Top 80%)
SKU0066,Smartphones_0066,Smartphones,2933,358.03,1050101.99,0.12,69.62,A - High Value (Top 80%)
SKU0122,Tablets_0122,Tablets,2070,503.31,1041851.7,0.12,69.73,A - High Value (Top 80%)
SKU0177,Laptops_0177,Laptops,1412,737.42,1041237.04,0.12,69.85,A - High Value (Top 80%)
SKU0089,Tablets_0089,Tablets,2707,382.81,1036266.67,0.11,69.96,A - High Value (Top 80%)
SKU0189,Tablets_0189,Tablets,2274,452.56,1029121.44,0.11,70.08,A - High Value (Top 80%)
SKU0089,Tablets_0089,Tablets,2683,382.81,1027079.23,0.11,70.19,A - High Value (Top 80%)
SKU0024,Smartphones_0024,Smartphones,4141,246.26,1019762.66,0.11,70.3,A - High Value (Top 80%)
SKU0194,Laptops_0194,Laptops,3940,258.15,1017111.0,0.11,70.42,A - High Value (Top 80%)
SKU0162,Tablets_0162,Tablets,4668,217.01,1013002.68,0.11,70.53,A - High Value (Top 80%)
SKU0060,Laptops_0060,Laptops,3630,277.26,1006453.8,0.11,70.64,A - High Value (Top 80%)
SKU0128,Laptops_0128,Laptops,1293,773.4,1000006.2,0.11,70.75,A - High Value (Top 80%)
SKU0132,Smartphones_0132,Smartphones,4437,223.6,992113.2,0.11,70.86,A - High Value (Top 80%)
SKU0013,Laptops_0013,Laptops,1523,651.33,991975.59,0.11,70.97,A - High Value (Top 80%)
SKU0099,Tablets_0099,Tablets,1347,731.24,984980.28,0.11,71.08,A - High Value (Top 80%)
SKU0189,Tablets_0189,Tablets,2163,452.56,978887.28,0.11,71.19,A - High Value (Top 80%)
SKU0162,Tablets_0162,Tablets,4495,217.01,975459.95,0.11,71.3,A - High Value (Top 80%)
SKU0085,Laptops_0085,Laptops,1796,536.18,962979.28,0.11,71.4,A - High Value (Top 80%)
SKU0140,Laptops_0140,Laptops,4976,192.71,958924.96,0.11,71.51,A - High Value (Top 80%)
SKU0176,Tablets_0176,Tablets,1429,668.69,955558.01,0.11,71.61,A - High Value (Top 80%)
SKU0060,Laptops_0060,Laptops,3434,277.26,952110.84,0.11,71.72,A - High Value (Top 80%)
SKU0106,Laptops_0106,Laptops,1663,571.73,950786.99,0.11,71.83,A - High Value (Top 80%)
SKU0148,Tablets_0148,Tablets,1378,686.32,945748.96,0.1,71.93,A - High Value (Top 80%)
SKU0079,Smartphones_0079,Smartphones,1694,557.91,945099.54,0.1,72.04,A - High Value (Top 80%)
SKU0132,Smartphones_0132,Smartphones,4218,223.6,943144.8,0.1,72.14,A - High Value (Top 80%)
SKU0195,Laptops_0195,Laptops,1336,704.07,940637.52,0.1,72.24,A - High Value (Top 80%)
SKU0046,Tablets_0046,Tablets,4453,211.09,939983.77,0.1,72.35,A - High Value (Top 80%)
SKU0157,Tablets_0157,Tablets,4793,194.36,931567.48,0.1,72.45,A - High Value (Top 80%)
SKU0156,Tablets_0156,Tablets,2194,424.32,930958.08,0.1,72.55,A - High Value (Top 80%)
SKU0044,Tablets_0044,Tablets,1373,676.57,928930.61,0.1,72.66,A - High Value (Top 80%)
SKU0161,Tablets_0161,Tablets,2063,448.79,925853.77,0.1,72.76,A - High Value (Top 80%)
SKU0076,Smartphones_0076,Smartphones,2343,393.67,922368.81,0.1,72.86,A - High Value (Top 80%)
SKU0082,Smartphones_0082,Smartphones,2626,351.19,922224.94,0.1,72.96,A - High Value (Top 80%)
SKU0023,Smartphones_0023,Smartphones,2218,412.49,914902.82,0.1,73.07,A - High Value (Top 80%)
SKU0139,Laptops_0139,Laptops,3189,286.44,913457.16,0.1,73.17,A - High Value (Top 80%)
SKU0165,Tablets_0165,Tablets,4956,183.54,909624.24,0.1,73.27,A - High Value (Top 80%)
SKU0099,Tablets_0099,Tablets,1237,731.24,904543.88,0.1,73.37,A - High Value (Top 80%)
SKU0187,Laptops_0187,Laptops,1265,714.3,903589.5,0.1,73.47,A - High Value (Top 80%)
SKU0021,Laptops_0021,Laptops,2089,427.62,893298.18,0.1,73.57,A - High Value (Top 80%)
SKU0194,Laptops_0194,Laptops,3456,258.15,892166.4,0.1,73.67,A - High Value (Top 80%)
SKU0157,Tablets_0157,Tablets,4579,194.36,889974.44,0.1,73.76,A - High Value (Top 80%)
SKU0089,Tablets_0089,Tablets,2321,382.81,888502.01,0.1,73.86,A - High Value (Top 80%)
SKU0188,Smartphones_0188,Smartphones,1176,754.56,887362.56,0.1,73.96,A - High Value (Top 80%)
SKU0024,Smartphones_0024,Smartphones,3591,246.26,884319.66,0.1,74.06,A - High Value (Top 80%)
SKU0024,Smartphones_0024,Smartphones,3586,246.26,883088.36,0.1,74.16,A - High Value (Top 80%)
SKU0090,Tablets_0090,Tablets,1252,703.92,881307.84,0.1,74.25,A - High Value (Top 80%)
SKU0128,Laptops_0128,Laptops,1139,773.4,880902.6,0.1,74.35,A - High Value (Top 80%)
SKU0004,Smartphones_0004,Smartphones,2569,339.3,871661.7,0.1,74.45,A - High Value (Top 80%)
SKU0132,Smartphones_0132,Smartphones,3888,223.6,869356.8,0.1,74.54,A - High Value (Top 80%)
SKU0192,Laptops_0192,Laptops,3707,233.49,865547.43,0.1,74.64,A - High Value (Top 80%)
SKU0013,Laptops_0013,Laptops,1328,651.33,864966.24,0.1,74.74,A - High Value (Top 80%)
SKU0004,Smartphones_0004,Smartphones,2534,339.3,859786.2,0.1,74.83,A - High Value (Top 80%)
SKU0176,Tablets_0176,Tablets,1284,668.69,858597.96,0.1,74.93,A - High Value (Top 80%)
SKU0108,Laptops_0108,Laptops,1078,791.23,852945.94,0.09,75.02,A - High Value (Top 80%)
SKU0066,Smartphones_0066,Smartphones,2375,358.03,850321.25,0.09,75.12,A - High Value (Top 80%)
SKU0076,Smartphones_0076,Smartphones,2155,393.67,848358.85,0.09,75.21,A - High Value (Top 80%)
SKU0123,Laptops_0123,Laptops,2303,367.69,846790.07,0.09,75.3,A - High Value (Top 80%)
SKU0082,Smartphones_0082,Smartphones,2403,351.19,843909.57,0.09,75.4,A - High Value (Top 80%)
SKU0156,Tablets_0156,Tablets,1961,424.32,832091.52,0.09,75.49,A - High Value (Top 80%)
SKU0039,Smartphones_0039,Smartphones,1037,796.46,825929.02,0.09,75.58,A - High Value (Top 80%)
SKU0192,Laptops_0192,Laptops,3533,233.49,824920.17,0.09,75.67,A - High Value (Top 80%)
SKU0123,Laptops_0123,Laptops,2238,367.69,822890.22,0.09,75.76,A - High Value (Top 80%)
SKU0189,Tablets_0189,Tablets,1804,452.56,816418.24,0.09,75.85,A - High Value (Top 80%)
SKU0058,Tablets_0058,Tablets,4879,167.23,815915.17,0.09,75.94,A - High Value (Top 80%)
SKU0060,Laptops_0060,Laptops,2942,277.26,815698.92,0.09,76.03,A - High Value (Top 80%)
SKU0031,Smartphones_0031,Smartphones,1679,485.81,815674.99,0.09,76.12,A - High Value (Top 80%)
SKU0057,Laptops_0057,Laptops,1699,477.04,810490.96,0.09,76.21,A - High Value (Top 80%)
SKU0162,Tablets_0162,Tablets,3722,217.01,807711.22,0.09,76.3,A - High Value (Top 80%)
SKU0139,Laptops_0139,Laptops,2759,286.44,790287.96,0.09,76.39,A - High Value (Top 80%)
SKU0183,Tablets_0183,Tablets,1106,710.38,785680.28,0.09,76.48,A - High Value (Top 80%)
SKU0161,Tablets_0161,Tablets,1738,448.79,779997.02,0.09,76.56,A - High Value (Top 80%)
SKU0162,Tablets_0162,Tablets,3589,217.01,778848.89,0.09,76.65,A - High Value (Top 80%)
SKU0017,Laptops_0017,Laptops,4538,170.43,773411.34,0.09,76.74,A - High Value (Top 80%)
SKU0058,Tablets_0058,Tablets,4607,167.23,770428.61,0.09,76.82,A - High Value (Top 80%)
SKU0044,Tablets_0044,Tablets,1128,676.57,763170.96,0.08,76.91,A - High Value (Top 80%)
SKU0157,Tablets_0157,Tablets,3926,194.36,763057.36,0.08,76.99,A - High Value (Top 80%)
SKU0013,Laptops_0013,Laptops,1169,651.33,761404.77,0.08,77.08,A - High Value (Top 80%)
SKU0165,Tablets_0165,Tablets,4142,183.54,760222.68,0.08,77.16,A - High Value (Top 80%)
SKU0167,Tablets_0167,Tablets,1790,424.15,759228.5,0.08,77.24,A - High Value (Top 80%)
SKU0097,Laptops_0097,Laptops,1049,718.31,753507.19,0.08,77.33,A - High Value (Top 80%)
SKU0013,Laptops_0013,Laptops,1154,651.33,751634.82,0.08,77.41,A - High Value (Top 80%)
SKU0183,Tablets_0183,Tablets,1057,710.38,750871.66,0.08,77.49,A - High Value (Top 80%)
SKU0057,Laptops_0057,Laptops,1566,477.04,747044.64,0.08,77.58,A - High Value (Top 80%)
SKU0197,Tablets_0197,Tablets,4895,150.67,737529.65,0.08,77.66,A - High Value (Top 80%)
SKU0123,Laptops_0123,Laptops,1987,367.69,730600.03,0.08,77.74,A - High Value (Top 80%)
SKU0134,Smartphones_0134,Smartphones,4735,153.01,724502.35,0.08,77.82,A - High Value (Top 80%)
SKU0108,Laptops_0108,Laptops,915,791.23,723975.45,0.08,77.9,A - High Value (Top 80%)
SKU0108,Laptops_0108,Laptops,909,791.23,719228.07,0.08,77.98,A - High Value (Top 80%)
SKU0195,Laptops_0195,Laptops,1020,704.07,718151.4,0.08,78.06,A - High Value (Top 80%)
SKU0058,Tablets_0058,Tablets,4289,167.23,717249.47,0.08,78.14,A - High Value (Top 80%)
SKU0137,Tablets_0137,Tablets,4507,158.51,714404.57,0.08,78.22,A - High Value (Top 80%)
SKU0165,Tablets_0165,Tablets,3871,183.54,710483.34,0.08,78.3,A - High Value (Top 80%)
SKU0137,Tablets_0137,Tablets,4467,158.51,708064.17,0.08,78.37,A - High Value (Top 80%)
SKU0011,Smartphones_0011,Smartphones,2128,332.61,707794.08,0.08,78.45,A - High Value (Top 80%)
SKU0097,Laptops_0097,Laptops,983,718.31,706098.73,0.08,78.53,A - High Value (Top 80%)
SKU0017,Laptops_0017,Laptops,4113,170.43,700978.59,0.08,78.61,A - High Value (Top 80%)
SKU0095,Tablets_0095,Tablets,1262,553.52,698542.24,0.08,78.69,A - High Value (Top 80%)
SKU0006,Tablets_0006,Tablets,908,766.78,696236.24,0.08,78.76,A - High Value (Top 80%)
SKU0110,Laptops_0110,Laptops,4286,161.86,693731.96,0.08,78.84,A - High Value (Top 80%)
SKU0140,Laptops_0140,Laptops,3579,192.71,689709.09,0.08,78.92,A - High Value (Top 80%)
SKU0023,Smartphones_0023,Smartphones,1665,412.49,686795.85,0.08,78.99,A - High Value (Top 80%)
SKU0189,Tablets_0189,Tablets,1516,452.56,686080.96,0.08,79.07,A - High Value (Top 80%)
SKU0136,Smartphones_0136,Smartphones,1445,473.94,684843.3,0.08,79.14,A - High Value (Top 80%)
SKU0134,Smartphones_0134,Smartphones,4470,153.01,683954.7,0.08,79.22,A - High Value (Top 80%)
SKU0104,Laptops_0104,Laptops,1668,408.16,680810.88,0.08,79.3,A - High Value (Top 80%)
SKU0107,Smartphones_0107,Smartphones,1308,516.9,676105.2,0.07,79.37,A - High Value (Top 80%)
SKU0085,Laptops_0085,Laptops,1254,536.18,672369.72,0.07,79.44,A - High Value (Top 80%)
SKU0197,Tablets_0197,Tablets,4459,150.67,671837.53,0.07,79.52,A - High Value (Top 80%)
SKU0104,Laptops_0104,Laptops,1646,408.16,671831.36,0.07,79.59,A - High Value (Top 80%)
SKU0187,Laptops_0187,Laptops,933,714.3,666441.9,0.07,79.67,A - High Value (Top 80%)
SKU0157,Tablets_0157,Tablets,3424,194.36,665488.64,0.07,79.74,A - High Value (Top 80%)
SKU0059,Smartphones_0059,Smartphones,1482,447.86,663728.52,0.07,79.81,A - High Value (Top 80%)
SKU0161,Tablets_0161,Tablets,1475,448.79,661965.25,0.07,79.89,A - High Value (Top 80%)
SKU0110,Laptops_0110,Laptops,4061,161.86,657313.46,0.07,79.96,A - High Value (Top 80%)
SKU0123,Laptops_0123,Laptops,1782,367.69,655223.58,0.07,80.03,B - Medium Value (80-95%)
SKU0136,Smartphones_0136,Smartphones,1378,473.94,653089.32,0.07,80.11,B - Medium Value (80-95%)
SKU0079,Smartphones_0079,Smartphones,1169,557.91,652196.79,0.07,80.18,B - Medium Value (80-95%)
SKU0024,Smartphones_0024,Smartphones,2648,246.26,652096.48,0.07,80.25,B - Medium Value (80-95%)
SKU0167,Tablets_0167,Tablets,1535,424.15,651070.25,0.07,80.32,B - Medium Value (80-95%)
SKU0192,Laptops_0192,Laptops,2778,233.49,648635.22,0.07,80.39,B - Medium Value (80-95%)
SKU0048,Smartphones_0048,Smartphones,935,688.11,643382.85,0.07,80.47,B - Medium Value (80-95%)
SKU0192,Laptops_0192,Laptops,2752,233.49,642564.48,0.07,80.54,B - Medium Value (80-95%)
SKU0046,Tablets_0046,Tablets,3035,211.09,640658.15,0.07,80.61,B - Medium Value (80-95%)
SKU0192,Laptops_0192,Laptops,2741,233.49,639996.09,0.07,80.68,B - Medium Value (80-95%)
SKU0082,Smartphones_0082,Smartphones,1817,351.19,638112.23,0.07,80.75,B - Medium Value (80-95%)
SKU0134,Smartphones_0134,Smartphones,4161,153.01,636674.61,0.07,80.82,B - Medium Value (80-95%)
SKU0021,Laptops_0021,Laptops,1487,427.62,635870.94,0.07,80.89,B - Medium Value (80-95%)
SKU0197,Tablets_0197,Tablets,4178,150.67,629499.26,0.07,80.96,B - Medium Value (80-95%)
SKU0066,Smartphones_0066,Smartphones,1755,358.03,628342.65,0.07,81.03,B - Medium Value (80-95%)
SKU0139,Laptops_0139,Laptops,2188,286.44,626730.72,0.07,81.1,B - Medium Value (80-95%)
SKU0089,Tablets_0089,Tablets,1629,382.81,623597.49,0.07,81.17,B - Medium Value (80-95%)
SKU0165,Tablets_0165,Tablets,3384,183.54,621099.36,0.07,81.24,B - Medium Value (80-95%)
SKU0031,Smartphones_0031,Smartphones,1276,485.81,619893.56,0.07,81.31,B - Medium Value (80-95%)
SKU0104,Laptops_0104,Laptops,1515,408.16,618362.4,0.07,81.37,B - Medium Value (80-95%)
SKU0046,Tablets_0046,Tablets,2929,211.09,618282.61,0.07,81.44,B - Medium Value (80-95%)
SKU0165,Tablets_0165,Tablets,3359,183.54,616510.86,0.07,81.51,B - Medium Value (80-95%)
SKU0137,Tablets_0137,Tablets,3865,158.51,612641.15,0.07,81.58,B - Medium Value (80-95%)
SKU0031,Smartphones_0031,Smartphones,1259,485.81,611634.79,0.07,81.65,B - Medium Value (80-95%)
SKU0043,Tablets_0043,Tablets,966,631.5,610029.0,0.07,81.71,B - Medium Value (80-95%)
SKU0137,Tablets_0137,Tablets,3829,158.51,606934.79,0.07,81.78,B - Medium Value (80-95%)
SKU0165,Tablets_0165,Tablets,3297,183.54,605131.38,0.07,81.85,B - Medium Value (80-95%)
SKU0011,Smartphones_0011,Smartphones,1819,332.61,605017.59,0.07,81.91,B - Medium Value (80-95%)
SKU0057,Laptops_0057,Laptops,1265,477.04,603455.6,0.07,81.98,B - Medium Value (80-95%)
SKU0167,Tablets_0167,Tablets,1413,424.15,599323.95,0.07,82.05,B - Medium Value (80-95%)
SKU0110,Laptops_0110,Laptops,3687,161.86,596777.82,0.07,82.11,B - Medium Value (80-95%)
SKU0148,Tablets_0148,Tablets,866,686.32,594353.12,0.07,82.18,B - Medium Value (80-95%)
SKU0137,Tablets_0137,Tablets,3741,158.51,592985.91,0.07,82.25,B - Medium Value (80-95%)
SKU0140,Laptops_0140,Laptops,3067,192.71,591041.57,0.07,82.31,B - Medium Value (80-95%)
SKU0192,Laptops_0192,Laptops,2487,233.49,580689.63,0.06,82.38,B - Medium Value (80-95%)
SKU0122,Tablets_0122,Tablets,1153,503.31,580316.43,0.06,82.44,B - Medium Value (80-95%)
SKU0059,Smartphones_0059,Smartphones,1289,447.86,577291.54,0.06,82.5,B - Medium Value (80-95%)
SKU0011,Smartphones_0011,Smartphones,1735,332.61,577078.35,0.06,82.57,B - Medium Value (80-95%)
SKU0060,Laptops_0060,Laptops,2081,277.26,576978.06,0.06,82.63,B - Medium Value (80-95%)
SKU0162,Tablets_0162,Tablets,2658,217.01,576812.58,0.06,82.7,B - Medium Value (80-95%)
SKU0095,Tablets_0095,Tablets,1036,553.52,573446.72,0.06,82.76,B - Medium Value (80-95%)
SKU0132,Smartphones_0132,Smartphones,2561,223.6,572639.6,0.06,82.82,B - Medium Value (80-95%)
SKU0194,Laptops_0194,Laptops,2214,258.15,571544.1,0.06,82.89,B - Medium Value (80-95%)
SKU0021,Laptops_0021,Laptops,1333,427.62,570017.46,0.06,82.95,B - Medium Value (80-95%)
SKU0070,Laptops_0070,Laptops,931,608.79,566783.49,0.06,83.01,B - Medium Value (80-95%)
SKU0039,Smartphones_0039,Smartphones,710,796.46,565486.6,0.06,83.07,B - Medium Value (80-95%)
SKU0139,Laptops_0139,Laptops,1967,286.44,563427.48,0.06,83.14,B - Medium Value (80-95%)
SKU0197,Tablets_0197,Tablets,3733,150.67,562451.11,0.06,83.2,B - Medium Value (80-95%)
SKU0122,Tablets_0122,Tablets,1106,503.31,556660.86,0.06,83.26,B - Medium Value (80-95%)
SKU0048,Smartphones_0048,Smartphones,806,688.11,554616.66,0.06,83.32,B - Medium Value (80-95%)
SKU0161,Tablets_0161,Tablets,1234,448.79,553806.86,0.06,83.38,B - Medium Value (80-95%)
SKU0013,Laptops_0013,Laptops,849,651.33,552979.17,0.06,83.44,B - Medium Value (80-95%)
SKU0181,Laptops_0181,Laptops,812,680.29,552395.48,0.06,83.51,B - Medium Value (80-95%)
SKU0137,Tablets_0137,Tablets,3415,158.51,541311.65,0.06,83.57,B - Medium Value (80-95%)
SKU0156,Tablets_0156,Tablets,1265,424.32,536764.8,0.06,83.63,B - Medium Value (80-95%)
SKU0197,Tablets_0197,Tablets,3553,150.67,535330.51,0.06,83.68,B - Medium Value (80-95%)
SKU0194,Laptops_0194,Laptops,2048,258.15,528691.2,0.06,83.74,B - Medium Value (80-95%)
SKU0044,Tablets_0044,Tablets,769,676.57,520282.33,0.06,83.8,B - Medium Value (80-95%)
SKU0128,Laptops_0128,Laptops,670,773.4,518178.0,0.06,83.86,B - Medium Value (80-95%)
SKU0085,Laptops_0085,Laptops,955,536.18,512051.9,0.06,83.92,B - Medium Value (80-95%)
SKU0162,Tablets_0162,Tablets,2335,217.01,506718.35,0.06,83.97,B - Medium Value (80-95%)
SKU0058,Tablets_0058,Tablets,3015,167.23,504198.45,0.06,84.03,B - Medium Value (80-95%)
SKU0046,Tablets_0046,Tablets,2377,211.09,501760.93,0.06,84.08,B - Medium Value (80-95%)
SKU0110,Laptops_0110,Laptops,3079,161.86,498366.94,0.06,84.14,B - Medium Value (80-95%)
SKU0068,Laptops_0068,Laptops,913,541.59,494471.67,0.05,84.19,B - Medium Value (80-95%)
SKU0157,Tablets_0157,Tablets,2544,194.36,494451.84,0.05,84.25,B - Medium Value (80-95%)
SKU0024,Smartphones_0024,Smartphones,1994,246.26,491042.44,0.05,84.3,B - Medium Value (80-95%)
SKU0004,Smartphones_0004,Smartphones,1441,339.3,488931.3,0.05,84.36,B - Medium Value (80-95%)
SKU0017,Laptops_0017,Laptops,2867,170.43,488622.81,0.05,84.41,B - Medium Value (80-95%)
SKU0162,Tablets_0162,Tablets,2230,217.01,483932.3,0.05,84.46,B - Medium Value (80-95%)
SKU0140,Laptops_0140,Laptops,2507,192.71,483123.97,0.05,84.52,B - Medium Value (80-95%)
SKU0082,Smartphones_0082,Smartphones,1370,351.19,481130.3,0.05,84.57,B - Medium Value (80-95%)
SKU0107,Smartphones_0107,Smartphones,923,516.9,477098.7,0.05,84.62,B - Medium Value (80-95%)
SKU0083,Peripherals_0083,Peripherals,4992,95.48,476636.16,0.05,84.68,B - Medium Value (80-95%)
SKU0043,Tablets_0043,Tablets,751,631.5,474256.5,0.05,84.73,B - Medium Value (80-95%)
SKU0157,Tablets_0157,Tablets,2436,194.36,473460.96,0.05,84.78,B - Medium Value (80-95%)
SKU0079,Smartphones_0079,Smartphones,846,557.91,471991.86,0.05,84.83,B - Medium Value (80-95%)
SKU0136,Smartphones_0136,Smartphones,992,473.94,470148.48,0.05,84.89,B - Medium Value (80-95%)
SKU0017,Laptops_0017,Laptops,2736,170.43,466296.48,0.05,84.94,B - Medium Value (80-95%)
SKU0140,Laptops_0140,Laptops,2415,192.71,465394.65,0.05,84.99,B - Medium Value (80-95%)
SKU0059,Smartphones_0059,Smartphones,1034,447.86,463087.24,0.05,85.04,B - Medium Value (80-95%)
SKU0095,Tablets_0095,Tablets,833,553.52,461082.16,0.05,85.09,B - Medium Value (80-95%)
SKU0083,Peripherals_0083,Peripherals,4829,95.48,461072.92,0.05,85.14,B - Medium Value (80-95%)
SKU0082,Smartphones_0082,Smartphones,1309,351.19,459707.71,0.05,85.19,B - Medium Value (80-95%)
SKU0019,Accessories_0019,Accessories,4900,93.67,458983.0,0.05,85.24,B - Medium Value (80-95%)
SKU0140,Laptops_0140,Laptops,2380,192.71,458649.8,0.05,85.29,B - Medium Value (80-95%)
SKU0009,Accessories_0009,Accessories,4835,94.55,457149.25,0.05,85.35,B - Medium Value (80-95%)
