sku_id,product_name,category,warehouse_id,quantity_on_hand,total_value,last_sale_date,days_since_last_sale,units_sold_last_90days,days_of_inventory,inventory_status
SKU0027,Peripherals_0027,Peripherals,WH10,3142,144186.38,2025-12-31,39.57349178241566,1857,152.0,Slow Moving (90-180 days)
SKU0099,Tablets_0099,Tablets,WH03,2600,1901224.0,2025-12-31,39.57349178241566,1553,151.0,Slow Moving (90-180 days)
SKU0147,Components_0147,Components,WH05,3879,172382.76,2025-12-31,39.57349178241566,2318,151.0,Slow Moving (90-180 days)
SKU0168,Tablets_0168,Tablets,WH05,2355,1339900.8,2025-12-31,39.57349178241566,1407,151.0,Slow Moving (90-180 days)
SKU0024,Smartphones_0024,Smartphones,WH04,3591,884319.66,2025-12-31,39.57349178241566,2145,151.0,Slow Moving (90-180 days)
SKU0018,Wearables_0018,Wearables,WH03,3499,164208.07,2025-12-31,39.57349178241566,2100,150.0,Slow Moving (90-180 days)
SKU0170,Components_0170,Components,WH02,2686,93392.22,2025-12-31,39.57349178241566,1607,150.0,Slow Moving (90-180 days)
SKU0167,Tablets_0167,Tablets,WH13,4285,1817482.75,2025-12-31,39.57349178241566,2579,150.0,Slow Moving (90-180 days)
SKU0153,Components_0153,Components,WH08,2716,113202.88,2025-12-31,39.57349178241566,1628,150.0,Slow Moving (90-180 days)
SKU0006,Tablets_0006,Tablets,WH01,3598,2758874.44,2025-12-31,39.57349178241566,2157,150.0,Slow Moving (90-180 days)
SKU0024,Smartphones_0024,Smartphones,WH01,3586,883088.36,2025-12-31,39.57349178241566,2145,150.0,Slow Moving (90-180 days)
SKU0106,Laptops_0106,Laptops,WH09,3810,2178291.3,2025-12-31,39.57349178241566,2304,149.0,Slow Moving (90-180 days)
SKU0042,Peripherals_0042,Peripherals,WH03,3870,72562.5,2025-12-31,39.57349178241566,2335,149.0,Slow Moving (90-180 days)
SKU0080,Peripherals_0080,Peripherals,WH14,4110,209651.1,2025-12-31,39.57349178241566,2483,149.0,Slow Moving (90-180 days)
SKU0149,Peripherals_0149,Peripherals,WH03,4931,210307.15,2025-12-31,39.57349178241566,2985,149.0,Slow Moving (90-180 days)
SKU0025,Components_0025,Components,WH10,4747,97455.91,2025-12-31,39.57349178241566,2862,149.0,Slow Moving (90-180 days)
SKU0095,Tablets_0095,Tablets,WH02,4501,2491393.52,2025-12-31,39.57349178241566,2736,148.0,Slow Moving (90-180 days)
SKU0040,Components_0040,Components,WH09,3390,82275.3,2025-12-31,39.57349178241566,2055,148.0,Slow Moving (90-180 days)
SKU0196,Components_0196,Components,WH05,2909,64754.34,2025-12-31,39.57349178241566,1774,148.0,Slow Moving (90-180 days)
SKU0178,Wearables_0178,Wearables,WH12,3078,94648.5,2025-12-31,39.57349178241566,1890,147.0,Slow Moving (90-180 days)
SKU0099,Tablets_0099,Tablets,WH02,2534,1852962.16,2025-12-31,39.57349178241566,1553,147.0,Slow Moving (90-180 days)
SKU0036,Wearables_0036,Wearables,WH10,4468,334563.84,2025-12-31,39.57349178241566,2730,147.0,Slow Moving (90-180 days)
SKU0190,Wearables_0190,Wearables,WH14,2661,26876.1,2025-12-31,39.57349178241566,1626,147.0,Slow Moving (90-180 days)
SKU0058,Tablets_0058,Tablets,WH03,4879,815915.17,2025-12-31,39.57349178241566,2992,147.0,Slow Moving (90-180 days)
SKU0162,Tablets_0162,Tablets,WH06,3722,807711.22,2025-12-31,39.57349178241566,2286,147.0,Slow Moving (90-180 days)
SKU0106,Laptops_0106,Laptops,WH02,3728,2131409.44,2025-12-31,39.57349178241566,2304,146.0,Slow Moving (90-180 days)
SKU0095,Tablets_0095,Tablets,WH08,4444,2459842.88,2025-12-31,39.57349178241566,2736,146.0,Slow Moving (90-180 days)
SKU0016,Wearables_0016,Wearables,WH12,3495,277468.05,2025-12-31,39.57349178241566,2149,146.0,Slow Moving (90-180 days)
SKU0087,Components_0087,Components,WH01,3334,166199.9,2025-12-31,39.57349178241566,2057,146.0,Slow Moving (90-180 days)
SKU0091,Wearables_0091,Wearables,WH04,2346,29536.14,2025-12-31,39.57349178241566,1449,146.0,Slow Moving (90-180 days)
SKU0027,Peripherals_0027,Peripherals,WH13,3007,137991.23,2025-12-31,39.57349178241566,1857,146.0,Slow Moving (90-180 days)
SKU0167,Tablets_0167,Tablets,WH12,4155,1762343.25,2025-12-31,39.57349178241566,2579,145.0,Slow Moving (90-180 days)
SKU0153,Components_0153,Components,WH03,2631,109660.08,2025-12-31,39.57349178241566,1628,145.0,Slow Moving (90-180 days)
SKU0001,Wearables_0001,Wearables,WH09,4835,394971.15,2025-12-31,39.57349178241566,2995,145.0,Slow Moving (90-180 days)
SKU0107,Smartphones_0107,Smartphones,WH03,3414,1764696.6,2025-12-31,39.57349178241566,2126,145.0,Slow Moving (90-180 days)
SKU0105,Wearables_0105,Wearables,WH14,2770,49943.1,2025-12-31,39.57349178241566,1718,145.0,Slow Moving (90-180 days)
SKU0165,Tablets_0165,Tablets,WH09,4142,760222.68,2025-12-31,39.57349178241566,2591,144.0,Slow Moving (90-180 days)
SKU0161,Tablets_0161,Tablets,WH05,4834,2169450.86,2025-12-31,39.57349178241566,3014,144.0,Slow Moving (90-180 days)
SKU0040,Components_0040,Components,WH02,3260,79120.2,2025-12-31,39.57349178241566,2055,143.0,Slow Moving (90-180 days)
SKU0029,Wearables_0029,Wearables,WH11,1872,48091.68,2025-12-31,39.57349178241566,1178,143.0,Slow Moving (90-180 days)
SKU0006,Tablets_0006,Tablets,WH13,3433,2632355.74,2025-12-31,39.57349178241566,2157,143.0,Slow Moving (90-180 days)
SKU0161,Tablets_0161,Tablets,WH01,4798,2153294.42,2025-12-31,39.57349178241566,3014,143.0,Slow Moving (90-180 days)
SKU0158,Laptops_0158,Laptops,WH15,3058,2345638.9,2025-12-31,39.57349178241566,1940,142.0,Slow Moving (90-180 days)
SKU0060,Laptops_0060,Laptops,WH01,4309,1194713.34,2025-12-31,39.57349178241566,2736,142.0,Slow Moving (90-180 days)
SKU0018,Wearables_0018,Wearables,WH08,3309,155291.37,2025-12-31,39.57349178241566,2100,142.0,Slow Moving (90-180 days)
SKU0167,Tablets_0167,Tablets,WH07,4074,1727987.1,2025-12-31,39.57349178241566,2579,142.0,Slow Moving (90-180 days)
SKU0090,Tablets_0090,Tablets,WH05,2646,1862572.32,2025-12-31,39.57349178241566,1675,142.0,Slow Moving (90-180 days)
SKU0146,Wearables_0146,Wearables,WH02,4265,167017.4,2025-12-31,39.57349178241566,2698,142.0,Slow Moving (90-180 days)
SKU0160,Smartphones_0160,Smartphones,WH13,4703,3062076.27,2025-12-31,39.57349178241566,2983,142.0,Slow Moving (90-180 days)
SKU0137,Tablets_0137,Tablets,WH05,3865,612641.15,2025-12-31,39.57349178241566,2451,142.0,Slow Moving (90-180 days)
SKU0029,Wearables_0029,Wearables,WH13,1860,47783.4,2025-12-31,39.57349178241566,1178,142.0,Slow Moving (90-180 days)
SKU0167,Tablets_0167,Tablets,WH02,4052,1718655.8,2025-12-31,39.57349178241566,2579,141.0,Slow Moving (90-180 days)
SKU0137,Tablets_0137,Tablets,WH13,3829,606934.79,2025-12-31,39.57349178241566,2451,141.0,Slow Moving (90-180 days)
SKU0162,Tablets_0162,Tablets,WH04,3589,778848.89,2025-12-31,39.57349178241566,2286,141.0,Slow Moving (90-180 days)
SKU0156,Tablets_0156,Tablets,WH04,4432,1880586.24,2025-12-31,39.57349178241566,2856,140.0,Slow Moving (90-180 days)
SKU0188,Smartphones_0188,Smartphones,WH06,4977,3755445.12,2025-12-31,39.57349178241566,3203,140.0,Slow Moving (90-180 days)
SKU0196,Components_0196,Components,WH11,2754,61304.04,2025-12-31,39.57349178241566,1774,140.0,Slow Moving (90-180 days)
SKU0047,Peripherals_0047,Peripherals,WH14,2009,126908.53,2025-12-31,39.57349178241566,1290,140.0,Slow Moving (90-180 days)
SKU0091,Wearables_0091,Wearables,WH09,2251,28340.09,2025-12-31,39.57349178241566,1449,140.0,Slow Moving (90-180 days)
SKU0185,Components_0185,Components,WH15,4993,225933.25,2025-12-31,39.57349178241566,3234,139.0,Slow Moving (90-180 days)
SKU0037,Peripherals_0037,Peripherals,WH02,3088,194821.92,2025-12-31,39.57349178241566,2006,139.0,Slow Moving (90-180 days)
SKU0058,Tablets_0058,Tablets,WH04,4607,770428.61,2025-12-31,39.57349178241566,2992,139.0,Slow Moving (90-180 days)
SKU0160,Smartphones_0160,Smartphones,WH05,4615,3004780.35,2025-12-31,39.57349178241566,2983,139.0,Slow Moving (90-180 days)
SKU0088,Components_0088,Components,WH12,4818,121750.86,2025-12-31,39.57349178241566,3152,138.0,Slow Moving (90-180 days)
SKU0140,Laptops_0140,Laptops,WH12,3579,689709.09,2025-12-31,39.57349178241566,2338,138.0,Slow Moving (90-180 days)
SKU0025,Components_0025,Components,WH15,4386,90044.58,2025-12-31,39.57349178241566,2862,138.0,Slow Moving (90-180 days)
SKU0158,Laptops_0158,Laptops,WH04,2946,2259729.3,2025-12-31,39.57349178241566,1940,137.0,Slow Moving (90-180 days)
SKU0187,Laptops_0187,Laptops,WH14,4868,3477212.4,2025-12-31,39.57349178241566,3191,137.0,Slow Moving (90-180 days)
SKU0001,Wearables_0001,Wearables,WH06,4575,373731.75,2025-12-31,39.57349178241566,2995,137.0,Slow Moving (90-180 days)
SKU0001,Wearables_0001,Wearables,WH04,4572,373486.68,2025-12-31,39.57349178241566,2995,137.0,Slow Moving (90-180 days)
SKU0137,Tablets_0137,Tablets,WH07,3741,592985.91,2025-12-31,39.57349178241566,2451,137.0,Slow Moving (90-180 days)
SKU0060,Laptops_0060,Laptops,WH11,4125,1143697.5,2025-12-31,39.57349178241566,2736,136.0,Slow Moving (90-180 days)
SKU0090,Tablets_0090,Tablets,WH10,2530,1780917.6,2025-12-31,39.57349178241566,1675,136.0,Slow Moving (90-180 days)
SKU0070,Laptops_0070,Laptops,WH07,2897,1763664.63,2025-12-31,39.57349178241566,1924,136.0,Slow Moving (90-180 days)
SKU0190,Wearables_0190,Wearables,WH10,2446,24704.6,2025-12-31,39.57349178241566,1626,135.0,Slow Moving (90-180 days)
SKU0146,Wearables_0146,Wearables,WH11,4059,158950.44,2025-12-31,39.57349178241566,2698,135.0,Slow Moving (90-180 days)
SKU0197,Tablets_0197,Tablets,WH05,4895,737529.65,2025-12-31,39.57349178241566,3261,135.0,Slow Moving (90-180 days)
SKU0025,Components_0025,Components,WH09,4284,87950.52,2025-12-31,39.57349178241566,2862,135.0,Slow Moving (90-180 days)
SKU0189,Tablets_0189,Tablets,WH03,1804,816418.24,2025-12-31,39.57349178241566,1203,135.0,Slow Moving (90-180 days)
SKU0095,Tablets_0095,Tablets,WH13,4081,2258915.12,2025-12-31,39.57349178241566,2736,134.0,Slow Moving (90-180 days)
SKU0165,Tablets_0165,Tablets,WH02,3871,710483.34,2025-12-31,39.57349178241566,2591,134.0,Slow Moving (90-180 days)
SKU0154,Wearables_0154,Wearables,WH09,1360,26642.4,2025-12-31,39.57349178241566,913,134.0,Slow Moving (90-180 days)
SKU0091,Wearables_0091,Wearables,WH02,2138,26917.42,2025-12-31,39.57349178241566,1449,133.0,Slow Moving (90-180 days)
SKU0132,Smartphones_0132,Smartphones,WH15,4922,1100559.2,2025-12-31,39.57349178241566,3352,132.0,Slow Moving (90-180 days)
SKU0015,Peripherals_0015,Peripherals,WH04,4700,422295.0,2025-12-31,39.57349178241566,3199,132.0,Slow Moving (90-180 days)
SKU0006,Tablets_0006,Tablets,WH12,3175,2434526.5,2025-12-31,39.57349178241566,2157,132.0,Slow Moving (90-180 days)
SKU0006,Tablets_0006,Tablets,WH08,3167,2428392.26,2025-12-31,39.57349178241566,2157,132.0,Slow Moving (90-180 days)
SKU0188,Smartphones_0188,Smartphones,WH12,4658,3514740.48,2025-12-31,39.57349178241566,3203,131.0,Slow Moving (90-180 days)
SKU0166,Components_0166,Components,WH06,3674,96589.46,2025-12-31,39.57349178241566,2544,130.0,Slow Moving (90-180 days)
SKU0146,Wearables_0146,Wearables,WH01,3912,153193.92,2025-12-31,39.57349178241566,2698,130.0,Slow Moving (90-180 days)
SKU0163,Wearables_0163,Wearables,WH15,2866,163132.72,2025-12-31,39.57349178241566,1981,130.0,Slow Moving (90-180 days)
SKU0168,Tablets_0168,Tablets,WH02,2032,1156126.72,2025-12-31,39.57349178241566,1407,130.0,Slow Moving (90-180 days)
SKU0047,Peripherals_0047,Peripherals,WH12,1861,117559.37,2025-12-31,39.57349178241566,1290,130.0,Slow Moving (90-180 days)
SKU0050,Peripherals_0050,Peripherals,WH09,2770,37949.0,2025-12-31,39.57349178241566,1914,130.0,Slow Moving (90-180 days)
SKU0066,Smartphones_0066,Smartphones,WH08,4193,1501219.79,2025-12-31,39.57349178241566,2925,129.0,Slow Moving (90-180 days)
SKU0181,Laptops_0181,Laptops,WH15,2803,1906852.87,2025-12-31,39.57349178241566,1949,129.0,Slow Moving (90-180 days)
SKU0058,Tablets_0058,Tablets,WH01,4289,717249.47,2025-12-31,39.57349178241566,2992,129.0,Slow Moving (90-180 days)
SKU0054,Components_0054,Components,WH15,4546,47323.86,2025-12-31,39.57349178241566,3197,128.0,Slow Moving (90-180 days)
SKU0099,Tablets_0099,Tablets,WH10,2209,1615309.16,2025-12-31,39.57349178241566,1553,128.0,Slow Moving (90-180 days)
SKU0166,Components_0166,Components,WH02,3615,95038.35,2025-12-31,39.57349178241566,2544,128.0,Slow Moving (90-180 days)
SKU0087,Components_0087,Components,WH04,2920,145562.0,2025-12-31,39.57349178241566,2057,128.0,Slow Moving (90-180 days)
SKU0088,Components_0088,Components,WH06,4460,112704.2,2025-12-31,39.57349178241566,3152,127.0,Slow Moving (90-180 days)
SKU0051,Components_0051,Components,WH09,1235,10670.4,2025-12-31,39.57349178241566,874,127.0,Slow Moving (90-180 days)
SKU0103,Wearables_0103,Wearables,WH14,4767,342461.28,2025-12-31,39.57349178241566,3371,127.0,Slow Moving (90-180 days)
SKU0057,Laptops_0057,Laptops,WH04,4770,2275480.8,2025-12-31,39.57349178241566,3377,127.0,Slow Moving (90-180 days)
SKU0040,Components_0040,Components,WH12,2882,69946.14,2025-12-31,39.57349178241566,2055,126.0,Slow Moving (90-180 days)
SKU0181,Laptops_0181,Laptops,WH13,2719,1849708.51,2025-12-31,39.57349178241566,1949,126.0,Slow Moving (90-180 days)
SKU0178,Wearables_0178,Wearables,WH06,2619,80534.25,2025-12-31,39.57349178241566,1890,125.0,Slow Moving (90-180 days)
SKU0171,Wearables_0171,Wearables,WH02,2200,113454.0,2025-12-31,39.57349178241566,1590,125.0,Slow Moving (90-180 days)
SKU0166,Components_0166,Components,WH01,3525,92672.25,2025-12-31,39.57349178241566,2544,125.0,Slow Moving (90-180 days)
SKU0077,Components_0077,Components,WH09,4894,238044.16,2025-12-31,39.57349178241566,3517,125.0,Slow Moving (90-180 days)
SKU0137,Tablets_0137,Tablets,WH06,3415,541311.65,2025-12-31,39.57349178241566,2451,125.0,Slow Moving (90-180 days)
SKU0105,Wearables_0105,Wearables,WH13,2385,43001.55,2025-12-31,39.57349178241566,1718,125.0,Slow Moving (90-180 days)
SKU0106,Laptops_0106,Laptops,WH12,3165,1809525.45,2025-12-31,39.57349178241566,2304,124.0,Slow Moving (90-180 days)
SKU0166,Components_0166,Components,WH11,3495,91883.55,2025-12-31,39.57349178241566,2544,124.0,Slow Moving (90-180 days)
SKU0016,Wearables_0016,Wearables,WH05,2960,234994.4,2025-12-31,39.57349178241566,2149,124.0,Slow Moving (90-180 days)
SKU0146,Wearables_0146,Wearables,WH13,3717,145557.72,2025-12-31,39.57349178241566,2698,124.0,Slow Moving (90-180 days)
SKU0141,Peripherals_0141,Peripherals,WH05,2648,159859.76,2025-12-31,39.57349178241566,1915,124.0,Slow Moving (90-180 days)
SKU0188,Smartphones_0188,Smartphones,WH07,4386,3309500.16,2025-12-31,39.57349178241566,3203,123.0,Slow Moving (90-180 days)
SKU0197,Tablets_0197,Tablets,WH01,4459,671837.53,2025-12-31,39.57349178241566,3261,123.0,Slow Moving (90-180 days)
SKU0015,Peripherals_0015,Peripherals,WH12,4386,394082.1,2025-12-31,39.57349178241566,3199,123.0,Slow Moving (90-180 days)
SKU0083,Peripherals_0083,Peripherals,WH13,1398,133481.04,2025-12-31,39.57349178241566,1021,123.0,Slow Moving (90-180 days)
SKU0143,Wearables_0143,Wearables,WH08,2553,176922.9,2025-12-31,39.57349178241566,1873,123.0,Slow Moving (90-180 days)
SKU0171,Wearables_0171,Wearables,WH08,2163,111545.91,2025-12-31,39.57349178241566,1590,122.0,Slow Moving (90-180 days)
SKU0149,Peripherals_0149,Peripherals,WH05,4053,172860.45,2025-12-31,39.57349178241566,2985,122.0,Slow Moving (90-180 days)
SKU0025,Components_0025,Components,WH08,3879,79635.87,2025-12-31,39.57349178241566,2862,122.0,Slow Moving (90-180 days)
SKU0105,Wearables_0105,Wearables,WH04,2337,42136.11,2025-12-31,39.57349178241566,1718,122.0,Slow Moving (90-180 days)
SKU0004,Smartphones_0004,Smartphones,WH14,4996,1695142.8,2025-12-31,39.57349178241566,3688,122.0,Slow Moving (90-180 days)
SKU0172,Wearables_0172,Wearables,WH07,4387,47598.95,2025-12-31,39.57349178241566,3268,121.0,Slow Moving (90-180 days)
SKU0187,Laptops_0187,Laptops,WH13,4275,3053632.5,2025-12-31,39.57349178241566,3191,121.0,Slow Moving (90-180 days)
SKU0037,Peripherals_0037,Peripherals,WH05,2699,170279.91,2025-12-31,39.57349178241566,2006,121.0,Slow Moving (90-180 days)
SKU0043,Tablets_0043,Tablets,WH12,1815,1146172.5,2025-12-31,39.57349178241566,1353,121.0,Slow Moving (90-180 days)
SKU0176,Tablets_0176,Tablets,WH01,1429,955558.01,2025-12-31,39.57349178241566,1059,121.0,Slow Moving (90-180 days)
SKU0157,Tablets_0157,Tablets,WH08,4793,931567.48,2025-12-31,39.57349178241566,3568,121.0,Slow Moving (90-180 days)
SKU0070,Laptops_0070,Laptops,WH08,2580,1570678.2,2025-12-31,39.57349178241566,1924,121.0,Slow Moving (90-180 days)
SKU0057,Laptops_0057,Laptops,WH05,4529,2160514.16,2025-12-31,39.57349178241566,3377,121.0,Slow Moving (90-180 days)
SKU0026,Wearables_0026,Wearables,WH06,4905,345753.45,2025-12-31,39.57349178241566,3690,120.0,Slow Moving (90-180 days)
SKU0181,Laptops_0181,Laptops,WH05,2601,1769434.29,2025-12-31,39.57349178241566,1949,120.0,Slow Moving (90-180 days)
SKU0072,Components_0072,Components,WH07,4945,76647.5,2025-12-31,39.57349178241566,3711,120.0,Slow Moving (90-180 days)
SKU0060,Laptops_0060,Laptops,WH06,3630,1006453.8,2025-12-31,39.57349178241566,2736,119.0,Slow Moving (90-180 days)
SKU0018,Wearables_0018,Wearables,WH04,2787,130793.91,2025-12-31,39.57349178241566,2100,119.0,Slow Moving (90-180 days)
SKU0095,Tablets_0095,Tablets,WH01,3623,2005402.96,2025-12-31,39.57349178241566,2736,119.0,Slow Moving (90-180 days)
SKU0132,Smartphones_0132,Smartphones,WH09,4437,992113.2,2025-12-31,39.57349178241566,3352,119.0,Slow Moving (90-180 days)
SKU0025,Components_0025,Components,WH06,3784,77685.52,2025-12-31,39.57349178241566,2862,119.0,Slow Moving (90-180 days)
SKU0026,Wearables_0026,Wearables,WH01,4837,340960.13,2025-12-31,39.57349178241566,3690,118.0,Slow Moving (90-180 days)
SKU0165,Tablets_0165,Tablets,WH13,3384,621099.36,2025-12-31,39.57349178241566,2591,118.0,Slow Moving (90-180 days)
SKU0015,Peripherals_0015,Peripherals,WH01,4206,377909.1,2025-12-31,39.57349178241566,3199,118.0,Slow Moving (90-180 days)
SKU0149,Peripherals_0149,Peripherals,WH02,3899,166292.35,2025-12-31,39.57349178241566,2985,118.0,Slow Moving (90-180 days)
SKU0140,Laptops_0140,Laptops,WH11,3067,591041.57,2025-12-31,39.57349178241566,2338,118.0,Slow Moving (90-180 days)
SKU0036,Wearables_0036,Wearables,WH05,3562,266722.56,2025-12-31,39.57349178241566,2730,117.0,Slow Moving (90-180 days)
SKU0165,Tablets_0165,Tablets,WH05,3359,616510.86,2025-12-31,39.57349178241566,2591,117.0,Slow Moving (90-180 days)
SKU0087,Components_0087,Components,WH07,2684,133797.4,2025-12-31,39.57349178241566,2057,117.0,Slow Moving (90-180 days)
SKU0198,Wearables_0198,Wearables,WH12,3127,179583.61,2025-12-31,39.57349178241566,2434,116.0,Slow Moving (90-180 days)
SKU0185,Components_0185,Components,WH05,4157,188104.25,2025-12-31,39.57349178241566,3234,116.0,Slow Moving (90-180 days)
SKU0063,Components_0063,Components,WH10,4288,75854.72,2025-12-31,39.57349178241566,3330,116.0,Slow Moving (90-180 days)
SKU0021,Laptops_0021,Laptops,WH05,2872,1228124.64,2025-12-31,39.57349178241566,2225,116.0,Slow Moving (90-180 days)
SKU0157,Tablets_0157,Tablets,WH01,4579,889974.44,2025-12-31,39.57349178241566,3568,116.0,Slow Moving (90-180 days)
SKU0042,Peripherals_0042,Peripherals,WH15,2988,56025.0,2025-12-31,39.57349178241566,2335,115.0,Slow Moving (90-180 days)
SKU0165,Tablets_0165,Tablets,WH15,3297,605131.38,2025-12-31,39.57349178241566,2591,115.0,Slow Moving (90-180 days)
SKU0187,Laptops_0187,Laptops,WH02,4072,2908629.6,2025-12-31,39.57349178241566,3191,115.0,Slow Moving (90-180 days)
SKU0028,Components_0028,Components,WH14,4705,205279.15,2025-12-31,39.57349178241566,3673,115.0,Slow Moving (90-180 days)
SKU0197,Tablets_0197,Tablets,WH14,4178,629499.26,2025-12-31,39.57349178241566,3261,115.0,Slow Moving (90-180 days)
SKU0077,Components_0077,Components,WH06,4484,218101.76,2025-12-31,39.57349178241566,3517,115.0,Slow Moving (90-180 days)
SKU0050,Peripherals_0050,Peripherals,WH13,2453,33606.1,2025-12-31,39.57349178241566,1914,115.0,Slow Moving (90-180 days)
SKU0158,Laptops_0158,Laptops,WH07,2447,1876971.35,2025-12-31,39.57349178241566,1940,114.0,Slow Moving (90-180 days)
SKU0080,Peripherals_0080,Peripherals,WH07,3143,160324.43,2025-12-31,39.57349178241566,2483,114.0,Slow Moving (90-180 days)
SKU0163,Wearables_0163,Wearables,WH08,2509,142812.28,2025-12-31,39.57349178241566,1981,114.0,Slow Moving (90-180 days)
SKU0070,Laptops_0070,Laptops,WH06,2446,1489100.34,2025-12-31,39.57349178241566,1924,114.0,Slow Moving (90-180 days)
SKU0070,Laptops_0070,Laptops,WH01,2430,1479359.7,2025-12-31,39.57349178241566,1924,114.0,Slow Moving (90-180 days)
SKU0050,Peripherals_0050,Peripherals,WH10,2426,33236.2,2025-12-31,39.57349178241566,1914,114.0,Slow Moving (90-180 days)
SKU0029,Wearables_0029,Wearables,WH01,1488,38226.72,2025-12-31,39.57349178241566,1178,114.0,Slow Moving (90-180 days)
SKU0060,Laptops_0060,Laptops,WH15,3434,952110.84,2025-12-31,39.57349178241566,2736,113.0,Slow Moving (90-180 days)
SKU0188,Smartphones_0188,Smartphones,WH09,4022,3034840.32,2025-12-31,39.57349178241566,3203,113.0,Slow Moving (90-180 days)
SKU0026,Wearables_0026,Wearables,WH15,4650,327778.5,2025-12-31,39.57349178241566,3690,113.0,Slow Moving (90-180 days)
SKU0196,Components_0196,Components,WH12,2220,49417.2,2025-12-31,39.57349178241566,1774,113.0,Slow Moving (90-180 days)
SKU0132,Smartphones_0132,Smartphones,WH14,4218,943144.8,2025-12-31,39.57349178241566,3352,113.0,Slow Moving (90-180 days)
SKU0096,Wearables_0096,Wearables,WH10,4828,103898.56,2025-12-31,39.57349178241566,3860,113.0,Slow Moving (90-180 days)
SKU0189,Tablets_0189,Tablets,WH05,1516,686080.96,2025-12-31,39.57349178241566,1203,113.0,Slow Moving (90-180 days)
SKU0119,Components_0119,Components,WH14,2346,33008.22,2025-12-31,39.57349178241566,1891,112.0,Slow Moving (90-180 days)
SKU0035,Components_0035,Components,WH13,4652,70198.68,2025-12-31,39.57349178241566,3729,112.0,Slow Moving (90-180 days)
SKU0026,Wearables_0026,Wearables,WH09,4612,325099.88,2025-12-31,39.57349178241566,3690,112.0,Slow Moving (90-180 days)
SKU0037,Peripherals_0037,Peripherals,WH14,2500,157725.0,2025-12-31,39.57349178241566,2006,112.0,Slow Moving (90-180 days)
SKU0096,Wearables_0096,Wearables,WH06,4789,103059.28,2025-12-31,39.57349178241566,3860,112.0,Slow Moving (90-180 days)
SKU0057,Laptops_0057,Laptops,WH13,4216,2011200.64,2025-12-31,39.57349178241566,3377,112.0,Slow Moving (90-180 days)
SKU0147,Components_0147,Components,WH10,2871,127587.24,2025-12-31,39.57349178241566,2318,111.0,Slow Moving (90-180 days)
SKU0043,Tablets_0043,Tablets,WH02,1666,1052079.0,2025-12-31,39.57349178241566,1353,111.0,Slow Moving (90-180 days)
SKU0108,Laptops_0108,Laptops,WH01,4829,3820849.67,2025-12-31,39.57349178241566,3933,111.0,Slow Moving (90-180 days)
SKU0114,Components_0114,Components,WH08,4401,122215.77,2025-12-31,39.57349178241566,3556,111.0,Slow Moving (90-180 days)
SKU0096,Wearables_0096,Wearables,WH07,4770,102650.4,2025-12-31,39.57349178241566,3860,111.0,Slow Moving (90-180 days)
SKU0004,Smartphones_0004,Smartphones,WH04,4542,1541100.6,2025-12-31,39.57349178241566,3688,111.0,Slow Moving (90-180 days)
SKU0024,Smartphones_0024,Smartphones,WH03,2648,652096.48,2025-12-31,39.57349178241566,2145,111.0,Slow Moving (90-180 days)
SKU0044,Tablets_0044,Tablets,WH06,4259,2881511.63,2025-12-31,39.57349178241566,3477,110.0,Slow Moving (90-180 days)
SKU0119,Components_0119,Components,WH09,2285,32149.95,2025-12-31,39.57349178241566,1891,109.0,Slow Moving (90-180 days)
SKU0156,Tablets_0156,Tablets,WH13,3464,1469844.48,2025-12-31,39.57349178241566,2856,109.0,Slow Moving (90-180 days)
SKU0095,Tablets_0095,Tablets,WH10,3309,1831597.68,2025-12-31,39.57349178241566,2736,109.0,Slow Moving (90-180 days)
SKU0185,Components_0185,Components,WH07,3902,176565.5,2025-12-31,39.57349178241566,3234,109.0,Slow Moving (90-180 days)
SKU0176,Tablets_0176,Tablets,WH04,1284,858597.96,2025-12-31,39.57349178241566,1059,109.0,Slow Moving (90-180 days)
SKU0160,Smartphones_0160,Smartphones,WH15,3615,2353690.35,2025-12-31,39.57349178241566,2983,109.0,Slow Moving (90-180 days)
SKU0149,Peripherals_0149,Peripherals,WH11,3619,154350.35,2025-12-31,39.57349178241566,2985,109.0,Slow Moving (90-180 days)
SKU0200,Components_0200,Components,WH11,2139,72148.47,2025-12-31,39.57349178241566,1790,108.0,Slow Moving (90-180 days)
SKU0094,Components_0094,Components,WH09,4291,175244.44,2025-12-31,39.57349178241566,3587,108.0,Slow Moving (90-180 days)
SKU0108,Laptops_0108,Laptops,WH02,4731,3743309.13,2025-12-31,39.57349178241566,3933,108.0,Slow Moving (90-180 days)
SKU0098,Components_0098,Components,WH03,3844,78917.32,2025-12-31,39.57349178241566,3202,108.0,Slow Moving (90-180 days)
SKU0139,Laptops_0139,Laptops,WH10,4991,1429622.04,2025-12-31,39.57349178241566,4165,108.0,Slow Moving (90-180 days)
SKU0119,Components_0119,Components,WH07,2246,31601.22,2025-12-31,39.57349178241566,1891,107.0,Slow Moving (90-180 days)
SKU0172,Wearables_0172,Wearables,WH10,3903,42347.55,2025-12-31,39.57349178241566,3268,107.0,Slow Moving (90-180 days)
SKU0167,Tablets_0167,Tablets,WH03,3075,1304261.25,2025-12-31,39.57349178241566,2579,107.0,Slow Moving (90-180 days)
SKU0005,Peripherals_0005,Peripherals,WH11,4896,394960.32,2025-12-31,39.57349178241566,4114,107.0,Slow Moving (90-180 days)
