sku_id,product_name,category,warehouse_id,warehouse_name,avg_inventory_value,annual_cogs,inventory_turnover_ratio,days_inventory_on_hand,movement_category
SKU0097,Laptops_0097,Laptops,WH06,San Antonio Distribution Center,753507.19,15238228.34,20.22,18.0,Fast Moving
SKU0104,Laptops_0104,Laptops,WH15,Seattle Distribution Center,453465.76,9170130.72,20.22,18.0,Fast Moving
SKU0125,Accessories_0125,Accessories,WH02,Chicago Distribution Center,128586.42,2591708.94,20.16,18.1,Fast Moving
SKU0130,Accessories_0130,Accessories,WH08,Dallas Distribution Center,37708.8,759321.6,20.14,18.1,Fast Moving
SKU0171,Wearables_0171,Wearables,WH07,San Diego Distribution Center,16296.12,328243.05,20.14,18.1,Fast Moving
SKU0182,Components_0182,Components,WH08,Dallas Distribution Center,5417.28,108947.52,20.11,18.1,Fast Moving
SKU0118,Accessories_0118,Accessories,WH11,Jacksonville Distribution Center,55780.32,1121210.91,20.1,18.2,Fast Moving
SKU0015,Peripherals_0015,Peripherals,WH08,Dallas Distribution Center,60828.45,1211447.55,19.92,18.3,Fast Moving
SKU0065,Wearables_0065,Wearables,WH06,San Antonio Distribution Center,63538.02,1264554.0,19.9,18.3,Fast Moving
SKU0170,Components_0170,Components,WH04,Phoenix Distribution Center,11439.33,227395.8,19.88,18.4,Fast Moving
SKU0162,Tablets_0162,Tablets,WH01,Los Angeles Distribution Center,102862.74,2031864.63,19.75,18.5,Fast Moving
SKU0045,Accessories_0045,Accessories,WH03,Houston Distribution Center,159194.0,3126682.5,19.64,18.6,Fast Moving
SKU0049,Accessories_0049,Accessories,WH06,San Antonio Distribution Center,90983.7,1782199.06,19.59,18.6,Fast Moving
SKU0082,Smartphones_0082,Smartphones,WH04,Phoenix Distribution Center,342761.44,6693330.21,19.53,18.7,Fast Moving
SKU0039,Smartphones_0039,Smartphones,WH05,Philadelphia Distribution Center,1070442.24,20678490.98,19.32,18.9,Fast Moving
SKU0045,Accessories_0045,Accessories,WH09,San Jose Distribution Center,161797.0,3126682.5,19.32,18.9,Fast Moving
SKU0035,Components_0035,Components,WH02,Chicago Distribution Center,11408.04,220178.19,19.3,18.9,Fast Moving
SKU0049,Accessories_0049,Accessories,WH13,Columbus Distribution Center,92582.38,1782199.06,19.25,19.0,Fast Moving
SKU0173,Accessories_0173,Accessories,WH09,San Jose Distribution Center,216361.15,4156499.76,19.21,19.0,Fast Moving
SKU0068,Laptops_0068,Laptops,WH01,Los Angeles Distribution Center,494471.67,9479991.36,19.17,19.0,Fast Moving
SKU0013,Laptops_0013,Laptops,WH05,Philadelphia Distribution Center,552979.17,10580204.52,19.13,19.1,Fast Moving
SKU0064,Accessories_0064,Accessories,WH07,San Diego Distribution Center,110047.88,2101649.28,19.1,19.1,Fast Moving
SKU0173,Accessories_0173,Accessories,WH10,Austin Distribution Center,217642.56,4156499.76,19.1,19.1,Fast Moving
SKU0165,Tablets_0165,Tablets,WH14,Charlotte Distribution Center,104067.18,1980396.6,19.03,19.2,Fast Moving
SKU0131,Accessories_0131,Accessories,WH10,Austin Distribution Center,64413.8,1213417.9,18.84,19.4,Fast Moving
SKU0044,Tablets_0044,Tablets,WH03,Houston Distribution Center,520282.33,9788614.76,18.81,19.4,Fast Moving
SKU0054,Components_0054,Components,WH14,Charlotte Distribution Center,6995.52,131582.4,18.81,19.4,Fast Moving
SKU0152,Accessories_0152,Accessories,WH12,Fort Worth Distribution Center,29367.9,548638.8,18.68,19.5,Fast Moving
SKU0064,Accessories_0064,Accessories,WH06,San Antonio Distribution Center,112961.04,2101649.28,18.61,19.6,Fast Moving
SKU0152,Accessories_0152,Accessories,WH13,Columbus Distribution Center,29499.3,548638.8,18.6,19.6,Fast Moving
SKU0127,Accessories_0127,Accessories,WH13,Columbus Distribution Center,191761.11,3555885.15,18.54,19.7,Fast Moving
SKU0130,Accessories_0130,Accessories,WH10,Austin Distribution Center,41222.4,759321.6,18.42,19.8,Fast Moving
SKU0126,Accessories_0126,Accessories,WH06,San Antonio Distribution Center,66469.0,1222722.82,18.4,19.8,Fast Moving
SKU0049,Accessories_0049,Accessories,WH07,San Diego Distribution Center,97096.3,1782199.06,18.35,19.9,Fast Moving
SKU0128,Laptops_0128,Laptops,WH07,San Diego Distribution Center,880902.6,16070478.6,18.24,20.0,Fast Moving
SKU0040,Components_0040,Components,WH05,Philadelphia Distribution Center,10703.07,193043.58,18.04,20.2,Fast Moving
SKU0185,Components_0185,Components,WH08,Dallas Distribution Center,31132.0,561100.0,18.02,20.3,Fast Moving
SKU0066,Smartphones_0066,Smartphones,WH04,Phoenix Distribution Center,259571.75,4634698.35,17.86,20.4,Fast Moving
SKU0031,Smartphones_0031,Smartphones,WH01,Los Angeles Distribution Center,611634.79,10915179.08,17.85,20.5,Fast Moving
SKU0181,Laptops_0181,Laptops,WH01,Los Angeles Distribution Center,307491.08,5483817.69,17.83,20.5,Fast Moving
SKU0059,Smartphones_0059,Smartphones,WH06,San Antonio Distribution Center,463087.24,8252268.36,17.82,20.5,Fast Moving
SKU0136,Smartphones_0136,Smartphones,WH10,Austin Distribution Center,653089.32,11584515.42,17.74,20.6,Fast Moving
SKU0108,Laptops_0108,Laptops,WH11,Jacksonville Distribution Center,719228.07,12755418.83,17.73,20.6,Fast Moving
SKU0098,Components_0098,Components,WH08,Dallas Distribution Center,15746.51,279023.23,17.72,20.6,Fast Moving
SKU0054,Components_0054,Components,WH13,Columbus Distribution Center,7453.56,131582.4,17.65,20.7,Fast Moving
SKU0108,Laptops_0108,Laptops,WH07,San Diego Distribution Center,723975.45,12755418.83,17.62,20.7,Fast Moving
SKU0031,Smartphones_0031,Smartphones,WH02,Chicago Distribution Center,619893.56,10915179.08,17.61,20.7,Fast Moving
SKU0040,Components_0040,Components,WH07,San Diego Distribution Center,11067.12,193043.58,17.44,20.9,Fast Moving
SKU0132,Smartphones_0132,Smartphones,WH08,Dallas Distribution Center,176644.0,3024190.0,17.12,21.3,Fast Moving
SKU0038,Accessories_0038,Accessories,WH10,Austin Distribution Center,156756.6,2677849.2,17.08,21.4,Fast Moving
SKU0027,Peripherals_0027,Peripherals,WH04,Phoenix Distribution Center,19824.48,336236.03,16.96,21.5,Fast Moving
SKU0136,Smartphones_0136,Smartphones,WH11,Jacksonville Distribution Center,684843.3,11584515.42,16.92,21.6,Fast Moving
SKU0159,Accessories_0159,Accessories,WH13,Columbus Distribution Center,143486.91,2425391.64,16.9,21.6,Fast Moving
SKU0026,Wearables_0026,Wearables,WH12,Fort Worth Distribution Center,61819.73,1035498.1,16.75,21.8,Fast Moving
SKU0079,Smartphones_0079,Smartphones,WH08,Dallas Distribution Center,652196.79,10887613.65,16.69,21.9,Fast Moving
SKU0109,Accessories_0109,Accessories,WH08,Dallas Distribution Center,103191.44,1716423.39,16.63,21.9,Fast Moving
SKU0045,Accessories_0045,Accessories,WH01,Los Angeles Distribution Center,188991.5,3126682.5,16.54,22.1,Fast Moving
SKU0155,Accessories_0155,Accessories,WH15,Seattle Distribution Center,89753.2,1474028.86,16.42,22.2,Fast Moving
SKU0042,Peripherals_0042,Peripherals,WH06,San Antonio Distribution Center,10218.75,167568.75,16.4,22.3,Fast Moving
SKU0156,Tablets_0156,Tablets,WH15,Seattle Distribution Center,313148.16,5073169.92,16.2,22.5,Fast Moving
SKU0016,Wearables_0016,Wearables,WH14,Charlotte Distribution Center,41044.63,663621.01,16.17,22.6,Fast Moving
SKU0159,Accessories_0159,Accessories,WH04,Phoenix Distribution Center,150048.99,2425391.64,16.16,22.6,Fast Moving
SKU0195,Laptops_0195,Laptops,WH02,Chicago Distribution Center,718151.4,11608002.09,16.16,22.6,Fast Moving
SKU0128,Laptops_0128,Laptops,WH11,Jacksonville Distribution Center,1000006.2,16070478.6,16.07,22.7,Fast Moving
SKU0046,Tablets_0046,Tablets,WH14,Charlotte Distribution Center,221855.59,3554544.51,16.02,22.8,Fast Moving
SKU0089,Tablets_0089,Tablets,WH01,Los Angeles Distribution Center,369028.84,5899102.1,15.99,22.8,Fast Moving
SKU0085,Laptops_0085,Laptops,WH06,San Antonio Distribution Center,672369.72,10717165.84,15.94,22.9,Fast Moving
SKU0055,Accessories_0055,Accessories,WH11,Jacksonville Distribution Center,53287.26,845712.9,15.87,23.0,Fast Moving
SKU0189,Tablets_0189,Tablets,WH09,San Jose Distribution Center,140293.6,2214376.08,15.78,23.1,Fast Moving
SKU0130,Accessories_0130,Accessories,WH14,Charlotte Distribution Center,48960.0,759321.6,15.51,23.5,Fast Moving
SKU0183,Tablets_0183,Tablets,WH09,San Jose Distribution Center,750871.66,11488975.74,15.3,23.9,Fast Moving
SKU0080,Peripherals_0080,Peripherals,WH05,Philadelphia Distribution Center,32544.38,496123.26,15.24,23.9,Fast Moving
SKU0112,Wearables_0112,Wearables,WH11,Jacksonville Distribution Center,59138.55,899406.05,15.21,24.0,Fast Moving
SKU0004,Smartphones_0004,Smartphones,WH15,Seattle Distribution Center,354229.2,5386048.2,15.2,24.0,Fast Moving
SKU0089,Tablets_0089,Tablets,WH05,Philadelphia Distribution Center,391231.82,5899102.1,15.08,24.2,Fast Moving
SKU0057,Laptops_0057,Laptops,WH09,San Jose Distribution Center,424088.56,6372777.36,15.03,24.3,Fast Moving
SKU0019,Accessories_0019,Accessories,WH07,San Diego Distribution Center,170011.05,2553256.86,15.02,24.3,Fast Moving
SKU0108,Laptops_0108,Laptops,WH05,Philadelphia Distribution Center,852945.94,12755418.83,14.95,24.4,Fast Moving
SKU0127,Accessories_0127,Accessories,WH07,San Diego Distribution Center,238092.12,3555885.15,14.93,24.4,Fast Moving
SKU0093,Accessories_0093,Accessories,WH08,Dallas Distribution Center,167319.21,2493725.98,14.9,24.5,Fast Moving
SKU0098,Components_0098,Components,WH01,Los Angeles Distribution Center,18743.89,279023.23,14.89,24.5,Fast Moving
SKU0024,Smartphones_0024,Smartphones,WH07,San Diego Distribution Center,144554.62,2143447.04,14.83,24.6,Fast Moving
SKU0104,Laptops_0104,Laptops,WH10,Austin Distribution Center,618362.4,9170130.72,14.83,24.6,Fast Moving
SKU0177,Laptops_0177,Laptops,WH14,Charlotte Distribution Center,1041237.04,15342760.52,14.74,24.8,Fast Moving
SKU0125,Accessories_0125,Accessories,WH07,San Diego Distribution Center,176453.91,2591708.94,14.69,24.9,Fast Moving
SKU0192,Laptops_0192,Laptops,WH01,Los Angeles Distribution Center,399267.9,5858964.57,14.67,24.9,Fast Moving
SKU0183,Tablets_0183,Tablets,WH08,Dallas Distribution Center,785680.28,11488975.74,14.62,25.0,Fast Moving
SKU0092,Accessories_0092,Accessories,WH13,Columbus Distribution Center,262399.04,3828412.8,14.59,25.0,Fast Moving
SKU0148,Tablets_0148,Tablets,WH08,Dallas Distribution Center,594353.12,8666848.96,14.58,25.0,Fast Moving
SKU0057,Laptops_0057,Laptops,WH11,Jacksonville Distribution Center,437445.68,6372777.36,14.57,25.1,Fast Moving
SKU0008,Accessories_0008,Accessories,WH08,Dallas Distribution Center,66625.55,969856.45,14.56,25.1,Fast Moving
SKU0082,Smartphones_0082,Smartphones,WH15,Seattle Distribution Center,459707.71,6693330.21,14.56,25.1,Fast Moving
SKU0035,Components_0035,Components,WH03,Houston Distribution Center,15135.27,220178.19,14.55,25.1,Fast Moving
SKU0185,Components_0185,Components,WH03,Houston Distribution Center,38553.0,561100.0,14.55,25.1,Fast Moving
SKU0112,Wearables_0112,Wearables,WH09,San Jose Distribution Center,61871.6,899406.05,14.54,25.1,Fast Moving
SKU0125,Accessories_0125,Accessories,WH11,Jacksonville Distribution Center,178292.61,2591708.94,14.54,25.1,Fast Moving
SKU0127,Accessories_0127,Accessories,WH05,Philadelphia Distribution Center,244926.54,3555885.15,14.52,25.1,Fast Moving
SKU0027,Peripherals_0027,Peripherals,WH02,Chicago Distribution Center,23174.45,336236.03,14.51,25.2,Fast Moving
SKU0184,Accessories_0184,Accessories,WH13,Columbus Distribution Center,96049.24,1385921.74,14.43,25.3,Fast Moving
SKU0134,Smartphones_0134,Smartphones,WH10,Austin Distribution Center,203656.31,2931671.6,14.4,25.4,Fast Moving
SKU0072,Components_0072,Components,WH01,Los Angeles Distribution Center,15624.0,224254.0,14.35,25.4,Fast Moving
SKU0059,Smartphones_0059,Smartphones,WH08,Dallas Distribution Center,577291.54,8252268.36,14.29,25.5,Fast Moving
SKU0125,Accessories_0125,Accessories,WH09,San Jose Distribution Center,181540.98,2591708.94,14.28,25.6,Fast Moving
SKU0055,Accessories_0055,Accessories,WH09,San Jose Distribution Center,59319.78,845712.9,14.26,25.6,Fast Moving
SKU0077,Components_0077,Components,WH03,Houston Distribution Center,49661.44,706933.76,14.24,25.6,Fast Moving
SKU0049,Accessories_0049,Accessories,WH05,Philadelphia Distribution Center,125261.28,1782199.06,14.23,25.7,Fast Moving
SKU0009,Accessories_0009,Accessories,WH14,Charlotte Distribution Center,271547.6,3860098.3,14.22,25.7,Fast Moving
SKU0081,Accessories_0081,Accessories,WH02,Chicago Distribution Center,106988.83,1521542.49,14.22,25.7,Fast Moving
SKU0028,Components_0028,Components,WH09,San Jose Distribution Center,47425.81,670069.54,14.13,25.8,Fast Moving
SKU0093,Accessories_0093,Accessories,WH03,Houston Distribution Center,176743.14,2493725.98,14.11,25.9,Fast Moving
SKU0126,Accessories_0126,Accessories,WH14,Charlotte Distribution Center,86716.48,1222722.82,14.1,25.9,Fast Moving
SKU0013,Laptops_0013,Laptops,WH07,San Diego Distribution Center,751634.82,10580204.52,14.08,25.9,Fast Moving
SKU0048,Smartphones_0048,Smartphones,WH14,Charlotte Distribution Center,1095471.12,15369624.96,14.03,26.0,Fast Moving
SKU0130,Accessories_0130,Accessories,WH05,Philadelphia Distribution Center,54124.8,759321.6,14.03,26.0,Fast Moving
SKU0082,Smartphones_0082,Smartphones,WH13,Columbus Distribution Center,481130.3,6693330.21,13.91,26.2,Fast Moving
SKU0013,Laptops_0013,Laptops,WH06,San Antonio Distribution Center,761404.77,10580204.52,13.9,26.3,Fast Moving
SKU0092,Accessories_0092,Accessories,WH15,Seattle Distribution Center,275464.96,3828412.8,13.9,26.3,Fast Moving
SKU0157,Tablets_0157,Tablets,WH07,San Diego Distribution Center,209908.8,2916760.52,13.9,26.3,Fast Moving
SKU0126,Accessories_0126,Accessories,WH12,Fort Worth Distribution Center,88148.12,1222722.82,13.87,26.3,Fast Moving
SKU0178,Wearables_0178,Wearables,WH03,Houston Distribution Center,16758.75,229548.75,13.7,26.6,Fast Moving
SKU0095,Tablets_0095,Tablets,WH04,Phoenix Distribution Center,461082.16,6297950.56,13.66,26.7,Fast Moving
SKU0104,Laptops_0104,Laptops,WH02,Chicago Distribution Center,671831.36,9170130.72,13.65,26.7,Fast Moving
SKU0055,Accessories_0055,Accessories,WH05,Philadelphia Distribution Center,62052.46,845712.9,13.63,26.8,Fast Moving
SKU0039,Smartphones_0039,Smartphones,WH08,Dallas Distribution Center,1529999.66,20678490.98,13.52,27.0,Fast Moving
SKU0023,Smartphones_0023,Smartphones,WH04,Phoenix Distribution Center,686795.85,9261637.97,13.49,27.1,Fast Moving
SKU0045,Accessories_0045,Accessories,WH13,Columbus Distribution Center,232078.0,3126682.5,13.47,27.1,Fast Moving
SKU0104,Laptops_0104,Laptops,WH12,Fort Worth Distribution Center,680810.88,9170130.72,13.47,27.1,Fast Moving
SKU0187,Laptops_0187,Laptops,WH12,Fort Worth Distribution Center,666441.9,8971608.0,13.46,27.1,Fast Moving
SKU0048,Smartphones_0048,Smartphones,WH09,San Jose Distribution Center,1144326.93,15369624.96,13.43,27.2,Fast Moving
SKU0014,Accessories_0014,Accessories,WH13,Columbus Distribution Center,72678.06,973297.26,13.39,27.3,Fast Moving
SKU0031,Smartphones_0031,Smartphones,WH03,Houston Distribution Center,815674.99,10915179.08,13.38,27.3,Fast Moving
SKU0089,Tablets_0089,Tablets,WH09,San Jose Distribution Center,441762.74,5899102.1,13.35,27.3,Fast Moving
SKU0127,Accessories_0127,Accessories,WH09,San Jose Distribution Center,268131.78,3555885.15,13.26,27.5,Fast Moving
SKU0017,Laptops_0017,Laptops,WH02,Chicago Distribution Center,297229.92,3926536.77,13.21,27.6,Fast Moving
SKU0103,Wearables_0103,Wearables,WH01,Los Angeles Distribution Center,78880.32,1040746.08,13.19,27.7,Fast Moving
SKU0027,Peripherals_0027,Peripherals,WH09,San Jose Distribution Center,25514.84,336236.03,13.18,27.7,Fast Moving
SKU0017,Laptops_0017,Laptops,WH05,Philadelphia Distribution Center,298252.5,3926536.77,13.17,27.7,Fast Moving
SKU0007,Accessories_0007,Accessories,WH05,Philadelphia Distribution Center,162224.7,2129360.42,13.13,27.8,Fast Moving
SKU0149,Peripherals_0149,Peripherals,WH12,Fort Worth Distribution Center,38896.8,510435.2,13.12,27.8,Fast Moving
SKU0011,Smartphones_0011,Smartphones,WH01,Los Angeles Distribution Center,232494.39,3047040.21,13.11,27.9,Fast Moving
SKU0014,Accessories_0014,Accessories,WH03,Houston Distribution Center,74229.48,973297.26,13.11,27.8,Fast Moving
SKU0110,Laptops_0110,Laptops,WH11,Jacksonville Distribution Center,318702.34,4161906.18,13.06,28.0,Fast Moving
SKU0110,Laptops_0110,Laptops,WH07,San Diego Distribution Center,321615.82,4161906.18,12.94,28.2,Fast Moving
SKU0153,Components_0153,Components,WH13,Columbus Distribution Center,23465.84,302596.8,12.9,28.3,Fast Moving
SKU0107,Smartphones_0107,Smartphones,WH08,Dallas Distribution Center,334434.3,4305260.1,12.87,28.4,Fast Moving
SKU0044,Tablets_0044,Tablets,WH07,San Diego Distribution Center,763170.96,9788614.76,12.83,28.5,Fast Moving
SKU0123,Laptops_0123,Laptops,WH06,San Antonio Distribution Center,655223.58,8405025.71,12.83,28.5,Fast Moving
SKU0075,Accessories_0075,Accessories,WH01,Los Angeles Distribution Center,43635.21,558361.03,12.8,28.5,Fast Moving
SKU0081,Accessories_0081,Accessories,WH13,Columbus Distribution Center,119244.71,1521542.49,12.76,28.6,Fast Moving
SKU0009,Accessories_0009,Accessories,WH06,San Antonio Distribution Center,303600.05,3860098.3,12.71,28.7,Fast Moving
SKU0045,Accessories_0045,Accessories,WH14,Charlotte Distribution Center,246600.0,3126682.5,12.68,28.8,Fast Moving
SKU0168,Tablets_0168,Tablets,WH10,Austin Distribution Center,237256.32,3007522.56,12.68,28.8,Fast Moving
SKU0105,Wearables_0105,Wearables,WH05,Philadelphia Distribution Center,10349.22,131168.25,12.67,28.8,Fast Moving
SKU0109,Accessories_0109,Accessories,WH06,San Antonio Distribution Center,135655.19,1716423.39,12.65,28.8,Fast Moving
SKU0118,Accessories_0118,Accessories,WH02,Chicago Distribution Center,88657.17,1121210.91,12.65,28.9,Fast Moving
SKU0081,Accessories_0081,Accessories,WH06,San Antonio Distribution Center,120682.9,1521542.49,12.61,29.0,Fast Moving
SKU0130,Accessories_0130,Accessories,WH11,Jacksonville Distribution Center,60249.6,759321.6,12.6,29.0,Fast Moving
SKU0066,Smartphones_0066,Smartphones,WH11,Jacksonville Distribution Center,368412.87,4634698.35,12.58,29.0,Fast Moving
SKU0176,Tablets_0176,Tablets,WH07,San Diego Distribution Center,229360.67,2882053.9,12.57,29.0,Fast Moving
SKU0177,Laptops_0177,Laptops,WH10,Austin Distribution Center,1227066.88,15342760.52,12.5,29.2,Fast Moving
SKU0170,Components_0170,Components,WH11,Jacksonville Distribution Center,18254.25,227395.8,12.46,29.3,Fast Moving
SKU0059,Smartphones_0059,Smartphones,WH14,Charlotte Distribution Center,663728.52,8252268.36,12.43,29.4,Fast Moving
SKU0081,Accessories_0081,Accessories,WH01,Los Angeles Distribution Center,122496.27,1521542.49,12.42,29.4,Fast Moving
SKU0007,Accessories_0007,Accessories,WH11,Jacksonville Distribution Center,171650.6,2129360.42,12.41,29.4,Fast Moving
SKU0038,Accessories_0038,Accessories,WH13,Columbus Distribution Center,216216.0,2677849.2,12.39,29.5,Fast Moving
SKU0195,Laptops_0195,Laptops,WH13,Columbus Distribution Center,940637.52,11608002.09,12.34,29.6,Fast Moving
SKU0141,Peripherals_0141,Peripherals,WH01,Los Angeles Distribution Center,37006.81,454344.62,12.28,29.7,Fast Moving
SKU0161,Tablets_0161,Tablets,WH07,San Diego Distribution Center,454175.48,5577113.33,12.28,29.7,Fast Moving
SKU0077,Components_0077,Components,WH11,Jacksonville Distribution Center,57687.04,706933.76,12.25,29.8,Fast Moving
SKU0013,Laptops_0013,Laptops,WH12,Fort Worth Distribution Center,864966.24,10580204.52,12.23,29.8,Fast Moving
SKU0173,Accessories_0173,Accessories,WH04,Phoenix Distribution Center,344009.3,4156499.76,12.08,30.2,Fast Moving
SKU0018,Wearables_0018,Wearables,WH09,San Jose Distribution Center,32710.21,394822.09,12.07,30.2,Fast Moving
SKU0065,Wearables_0065,Wearables,WH02,Chicago Distribution Center,105120.9,1264554.0,12.03,30.3,Fast Moving
SKU0092,Accessories_0092,Accessories,WH08,Dallas Distribution Center,318395.84,3828412.8,12.02,30.4,Fast Moving
SKU0112,Wearables_0112,Wearables,WH07,San Diego Distribution Center,75013.5,899406.05,11.99,30.4,Medium Moving
SKU0122,Tablets_0122,Tablets,WH02,Chicago Distribution Center,556660.86,6642182.07,11.93,30.6,Medium Moving
SKU0076,Smartphones_0076,Smartphones,WH03,Houston Distribution Center,848358.85,10111413.95,11.92,30.6,Medium Moving
SKU0065,Wearables_0065,Wearables,WH14,Charlotte Distribution Center,106207.02,1264554.0,11.91,30.7,Medium Moving
SKU0051,Components_0051,Components,WH03,Houston Distribution Center,2592.0,30784.32,11.88,30.7,Medium Moving
SKU0159,Accessories_0159,Accessories,WH02,Chicago Distribution Center,204361.92,2425391.64,11.87,30.8,Medium Moving
SKU0019,Accessories_0019,Accessories,WH02,Chicago Distribution Center,215815.68,2553256.86,11.83,30.9,Medium Moving
SKU0001,Wearables_0001,Wearables,WH02,Chicago Distribution Center,79239.3,934778.67,11.8,30.9,Medium Moving
SKU0055,Accessories_0055,Accessories,WH06,San Antonio Distribution Center,71694.18,845712.9,11.8,30.9,Medium Moving
SKU0168,Tablets_0168,Tablets,WH08,Dallas Distribution Center,256032.0,3007522.56,11.75,31.1,Medium Moving
SKU0173,Accessories_0173,Accessories,WH06,San Antonio Distribution Center,353964.87,4156499.76,11.74,31.1,Medium Moving
SKU0060,Laptops_0060,Laptops,WH03,Houston Distribution Center,243711.54,2846351.16,11.68,31.3,Medium Moving
SKU0112,Wearables_0112,Wearables,WH03,Houston Distribution Center,76990.6,899406.05,11.68,31.2,Medium Moving
SKU0176,Tablets_0176,Tablets,WH03,Houston Distribution Center,246746.61,2882053.9,11.68,31.2,Medium Moving
SKU0058,Tablets_0058,Tablets,WH06,San Antonio Distribution Center,168735.07,1967628.18,11.66,31.3,Medium Moving
SKU0070,Laptops_0070,Laptops,WH11,Jacksonville Distribution Center,415194.78,4839880.5,11.66,31.3,Medium Moving
SKU0194,Laptops_0194,Laptops,WH15,Seattle Distribution Center,182512.05,2113732.2,11.58,31.5,Medium Moving
SKU0092,Accessories_0092,Accessories,WH11,Jacksonville Distribution Center,331167.04,3828412.8,11.56,31.6,Medium Moving
SKU0092,Accessories_0092,Accessories,WH12,Fort Worth Distribution Center,332149.44,3828412.8,11.53,31.7,Medium Moving
SKU0079,Smartphones_0079,Smartphones,WH14,Charlotte Distribution Center,945099.54,10887613.65,11.52,31.7,Medium Moving
SKU0123,Laptops_0123,Laptops,WH13,Columbus Distribution Center,730600.03,8405025.71,11.5,31.7,Medium Moving
SKU0065,Wearables_0065,Wearables,WH12,Fort Worth Distribution Center,110163.6,1264554.0,11.48,31.8,Medium Moving
SKU0122,Tablets_0122,Tablets,WH13,Columbus Distribution Center,580316.43,6642182.07,11.45,31.9,Medium Moving
SKU0188,Smartphones_0188,Smartphones,WH08,Dallas Distribution Center,887362.56,10163168.64,11.45,31.9,Medium Moving
SKU0143,Wearables_0143,Wearables,WH13,Columbus Distribution Center,42758.1,489188.7,11.44,31.9,Medium Moving
SKU0046,Tablets_0046,Tablets,WH01,Los Angeles Distribution Center,313468.65,3554544.51,11.34,32.2,Medium Moving
SKU0054,Components_0054,Components,WH02,Chicago Distribution Center,11721.66,131582.4,11.23,32.5,Medium Moving
SKU0064,Accessories_0064,Accessories,WH08,Dallas Distribution Center,187311.84,2101649.28,11.22,32.5,Medium Moving
SKU0019,Accessories_0019,Accessories,WH05,Philadelphia Distribution Center,227992.78,2553256.86,11.2,32.6,Medium Moving
SKU0080,Peripherals_0080,Peripherals,WH04,Phoenix Distribution Center,44327.69,496123.26,11.19,32.6,Medium Moving
SKU0166,Components_0166,Components,WH04,Phoenix Distribution Center,23582.13,263714.99,11.18,32.6,Medium Moving
SKU0118,Accessories_0118,Accessories,WH05,Philadelphia Distribution Center,100660.53,1121210.91,11.14,32.8,Medium Moving
SKU0008,Accessories_0008,Accessories,WH02,Chicago Distribution Center,87172.55,969856.45,11.13,32.8,Medium Moving
SKU0083,Peripherals_0083,Peripherals,WH05,Philadelphia Distribution Center,36664.32,407890.56,11.13,32.8,Medium Moving
SKU0085,Laptops_0085,Laptops,WH04,Phoenix Distribution Center,962979.28,10717165.84,11.13,32.8,Medium Moving
SKU0049,Accessories_0049,Accessories,WH14,Charlotte Distribution Center,161184.56,1782199.06,11.06,33.0,Medium Moving
SKU0091,Wearables_0091,Wearables,WH11,Jacksonville Distribution Center,6320.18,69912.27,11.06,33.0,Medium Moving
SKU0093,Accessories_0093,Accessories,WH13,Columbus Distribution Center,225522.35,2493725.98,11.06,33.0,Medium Moving
SKU0019,Accessories_0019,Accessories,WH15,Seattle Distribution Center,231083.89,2553256.86,11.05,33.0,Medium Moving
SKU0004,Smartphones_0004,Smartphones,WH01,Los Angeles Distribution Center,488931.3,5386048.2,11.02,33.1,Medium Moving
SKU0038,Accessories_0038,Accessories,WH05,Philadelphia Distribution Center,243032.4,2677849.2,11.02,33.1,Medium Moving
SKU0095,Tablets_0095,Tablets,WH07,San Diego Distribution Center,573446.72,6297950.56,10.98,33.2,Medium Moving
SKU0075,Accessories_0075,Accessories,WH14,Charlotte Distribution Center,50918.09,558361.03,10.97,33.3,Medium Moving
SKU0076,Smartphones_0076,Smartphones,WH05,Philadelphia Distribution Center,922368.81,10111413.95,10.96,33.3,Medium Moving
SKU0050,Peripherals_0050,Peripherals,WH01,Los Angeles Distribution Center,9302.3,101900.6,10.95,33.3,Medium Moving
SKU0038,Accessories_0038,Accessories,WH06,San Antonio Distribution Center,245559.6,2677849.2,10.91,33.5,Medium Moving
SKU0131,Accessories_0131,Accessories,WH08,Dallas Distribution Center,111697.2,1213417.9,10.86,33.6,Medium Moving
SKU0024,Smartphones_0024,Smartphones,WH02,Chicago Distribution Center,197993.04,2143447.04,10.83,33.7,Medium Moving
SKU0118,Accessories_0118,Accessories,WH08,Dallas Distribution Center,103661.37,1121210.91,10.82,33.7,Medium Moving
SKU0063,Components_0063,Components,WH11,Jacksonville Distribution Center,22218.64,238195.85,10.72,34.0,Medium Moving
SKU0136,Smartphones_0136,Smartphones,WH08,Dallas Distribution Center,1084848.66,11584515.42,10.68,34.2,Medium Moving
SKU0013,Laptops_0013,Laptops,WH10,Austin Distribution Center,991975.59,10580204.52,10.67,34.2,Medium Moving
SKU0198,Wearables_0198,Wearables,WH08,Dallas Distribution Center,55190.23,587910.91,10.65,34.3,Medium Moving
SKU0132,Smartphones_0132,Smartphones,WH02,Chicago Distribution Center,284195.6,3024190.0,10.64,34.3,Medium Moving
SKU0007,Accessories_0007,Accessories,WH09,San Jose Distribution Center,200523.62,2129360.42,10.62,34.4,Medium Moving
SKU0131,Accessories_0131,Accessories,WH03,Houston Distribution Center,114406.6,1213417.9,10.61,34.4,Medium Moving
