sku_id,product_name,category,eoq,reorder_point_optimized,safety_stock_optimized,reorder_point_current,safety_stock_current,rop_difference,safety_stock_difference,potential_savings
SKU0070,Laptops_0070,Laptops,79,1766,176,1922.0,545.0,-156.0,-369.0,217042.76684999999
SKU0057,Laptops_0057,Laptops,118,2788,266,1969.0,746.0,819.0,-480.0,216828.9912
SKU0068,Laptops_0068,Laptops,123,4457,397,770.0,382.0,3687.0,15.0,215627.28862500004
SKU0189,Tablets_0189,Tablets,85,1597,137,1711.0,670.0,-114.0,-533.0,215584.8758
SKU0168,Tablets_0168,Tablets,76,1426,134,1840.0,315.0,-414.0,-181.0,214872.86464
SKU0004,Smartphones_0004,Smartphones,180,5117,390,1045.0,591.0,4072.0,-201.0,213626.673
SKU0139,Laptops_0139,Laptops,180,4944,408,1732.0,416.0,3212.0,-8.0,212623.26624
SKU0070,Laptops_0070,Laptops,79,1766,176,1189.0,351.0,577.0,-175.0,210851.37254999997
SKU0161,Tablets_0161,Tablets,113,4298,337,1613.0,838.0,2685.0,-501.0,210004.54865000004
SKU0104,Laptops_0104,Laptops,177,8121,588,1395.0,459.0,6726.0,129.0,209906.07584
SKU0066,Smartphones_0066,Smartphones,157,4363,333,1284.0,725.0,3079.0,-392.0,209853.01897499998
SKU0044,Tablets_0044,Tablets,119,3300,311,1434.0,208.0,1866.0,103.0,209146.05439000003
SKU0057,Laptops_0057,Laptops,118,2788,266,1389.0,921.0,1399.0,-655.0,208509.41360000003
SKU0059,Smartphones_0059,Smartphones,145,5743,473,1831.0,859.0,3912.0,-386.0,208388.58621000004
SKU0192,Laptops_0192,Laptops,236,5289,487,625.0,419.0,4664.0,68.0,207913.5054
SKU0136,Smartphones_0136,Smartphones,174,6441,543,1752.0,369.0,4689.0,174.0,207509.41566
SKU0060,Laptops_0060,Laptops,146,3005,263,1491.0,771.0,1514.0,-508.0,207092.14823999998
SKU0043,Tablets_0043,Tablets,65,1818,154,604.0,234.0,1214.0,-80.0,206481.23925
SKU0023,Smartphones_0023,Smartphones,154,8280,602,1167.0,345.0,7113.0,257.0,205583.36604
SKU0189,Tablets_0189,Tablets,85,1597,137,1375.0,399.0,222.0,-262.0,204372.24924
SKU0059,Smartphones_0059,Smartphones,145,5743,473,1405.0,730.0,4338.0,-257.0,203618.87721
SKU0187,Laptops_0187,Laptops,90,4742,356,1330.0,769.0,3412.0,-413.0,201961.89629999996
SKU0076,Smartphones_0076,Smartphones,186,9356,648,1746.0,623.0,7610.0,25.0,200346.93007000003
SKU0024,Smartphones_0024,Smartphones,132,3182,241,526.0,512.0,2656.0,-271.0,199217.93723999997
SKU0021,Laptops_0021,Laptops,115,2999,234,1023.0,678.0,1976.0,-444.0,198625.21379999997
SKU0122,Tablets_0122,Tablets,118,4635,349,1806.0,362.0,2829.0,-13.0,198471.23891999997
SKU0194,Laptops_0194,Laptops,129,2046,187,1051.0,537.0,995.0,-350.0,198054.74519999995
SKU0060,Laptops_0060,Laptops,146,3005,263,782.0,882.0,2223.0,-619.0,197501.17031999998
SKU0115,Tablets_0115,Tablets,132,3001,300,1188.0,334.0,1813.0,-34.0,197306.6732
SKU0139,Laptops_0139,Laptops,180,4944,408,1912.0,694.0,3032.0,-286.0,195638.23356
SKU0139,Laptops_0139,Laptops,180,4944,408,543.0,793.0,4401.0,-385.0,194396.8026
SKU0122,Tablets_0122,Tablets,118,4635,349,1974.0,679.0,2661.0,-330.0,187484.98823999998
SKU0089,Tablets_0089,Tablets,147,4204,363,911.0,424.0,3293.0,-61.0,187079.247
SKU0165,Tablets_0165,Tablets,169,3168,269,1134.0,288.0,2034.0,-19.0,186688.16985
SKU0099,Tablets_0099,Tablets,64,1701,154,686.0,526.0,1015.0,-372.0,185924.35116
SKU0168,Tablets_0168,Tablets,76,1426,134,1155.0,500.0,271.0,-366.0,183079.9488
SKU0140,Laptops_0140,Laptops,158,3084,246,892.0,662.0,2192.0,-416.0,181947.72463
SKU0115,Tablets_0115,Tablets,132,3001,300,1135.0,910.0,1866.0,-610.0,181171.7817
SKU0136,Smartphones_0136,Smartphones,174,6441,543,1349.0,522.0,5092.0,21.0,181002.4254
SKU0162,Tablets_0162,Tablets,140,3580,269,1687.0,392.0,1893.0,-123.0,177663.04885999998
SKU0107,Smartphones_0107,Smartphones,97,2598,211,1254.0,968.0,1344.0,-757.0,176663.4975
SKU0122,Tablets_0122,Tablets,118,4635,349,1414.0,993.0,3221.0,-644.0,173931.85656
SKU0089,Tablets_0089,Tablets,147,4204,363,1606.0,523.0,2598.0,-160.0,173834.021
SKU0058,Tablets_0058,Tablets,183,3299,281,1236.0,219.0,2063.0,62.0,173333.05884999997
SKU0156,Tablets_0156,Tablets,116,4297,318,1289.0,344.0,3008.0,-26.0,172796.68224
SKU0161,Tablets_0161,Tablets,113,4298,337,1759.0,887.0,2539.0,-550.0,172328.62815000003
SKU0194,Laptops_0194,Laptops,129,2046,187,623.0,963.0,1423.0,-776.0,172066.2684
SKU0089,Tablets_0089,Tablets,147,4204,363,1688.0,691.0,2516.0,-328.0,171996.533
SKU0060,Laptops_0060,Laptops,146,3005,263,1322.0,271.0,1683.0,-8.0,171699.35472
SKU0177,Laptops_0177,Laptops,110,4455,424,729.0,908.0,3726.0,-484.0,171315.20213999998
SKU0162,Tablets_0162,Tablets,140,3580,269,514.0,754.0,3066.0,-485.0,170678.365
SKU0122,Tablets_0122,Tablets,118,4635,349,1192.0,754.0,3443.0,-405.0,170646.24887999997
SKU0024,Smartphones_0024,Smartphones,132,3182,241,1876.0,664.0,1306.0,-423.0,170639.46423999997
SKU0024,Smartphones_0024,Smartphones,132,3182,241,939.0,944.0,2243.0,-703.0,170379.65993999998
SKU0115,Tablets_0115,Tablets,132,3001,300,1201.0,273.0,1800.0,27.0,169001.46354
SKU0132,Smartphones_0132,Smartphones,197,4599,357,1994.0,325.0,2605.0,32.0,168781.88860000003
SKU0099,Tablets_0099,Tablets,64,1701,154,1154.0,208.0,547.0,-54.0,168308.77956
SKU0197,Tablets_0197,Tablets,196,4025,332,1033.0,687.0,2992.0,-355.0,168185.38749999998
SKU0104,Laptops_0104,Laptops,177,8121,588,809.0,383.0,7312.0,205.0,167855.8
SKU0137,Tablets_0137,Tablets,165,2138,212,731.0,699.0,1407.0,-487.0,165595.397
SKU0137,Tablets_0137,Tablets,165,2138,212,1034.0,577.0,1104.0,-365.0,164022.9778
SKU0176,Tablets_0176,Tablets,60,1634,127,1072.0,851.0,562.0,-724.0,163310.14656
SKU0076,Smartphones_0076,Smartphones,186,9356,648,749.0,218.0,8607.0,430.0,163266.36543000003
SKU0058,Tablets_0058,Tablets,183,3299,281,1420.0,556.0,1879.0,-275.0,162871.15005
SKU0060,Laptops_0060,Laptops,146,3005,263,1759.0,360.0,1246.0,-97.0,161482.87824
SKU0106,Laptops_0106,Laptops,94,2920,235,1056.0,733.0,1864.0,-498.0,161070.06251999998
SKU0082,Smartphones_0082,Smartphones,179,5183,433,1380.0,738.0,3803.0,-305.0,161027.112015
SKU0031,Smartphones_0031,Smartphones,177,4422,426,1646.0,268.0,2776.0,158.0,160319.486145
SKU0066,Smartphones_0066,Smartphones,157,4363,333,1356.0,995.0,3007.0,-662.0,160240.80187499998
SKU0066,Smartphones_0066,Smartphones,157,4363,333,1831.0,420.0,2532.0,-87.0,160074.31792499998
SKU0189,Tablets_0189,Tablets,85,1597,137,1105.0,785.0,492.0,-648.0,159595.51028000002
SKU0085,Laptops_0085,Laptops,131,5236,454,1674.0,633.0,3562.0,-179.0,159473.06841
SKU0157,Tablets_0157,Tablets,210,3353,308,593.0,311.0,2760.0,-3.0,158341.2048
SKU0023,Smartphones_0023,Smartphones,154,8280,602,1643.0,412.0,6637.0,190.0,156166.23906
SKU0189,Tablets_0189,Tablets,85,1597,137,1260.0,789.0,337.0,-652.0,154505.56796000001
SKU0165,Tablets_0165,Tablets,169,3168,269,1880.0,865.0,1288.0,-596.0,153670.42509
SKU0046,Tablets_0046,Tablets,213,4248,372,1565.0,336.0,2683.0,36.0,153532.82851499997
SKU0066,Smartphones_0066,Smartphones,157,4363,333,1517.0,511.0,2846.0,-178.0,153248.47597499998
SKU0123,Laptops_0123,Laptops,168,5442,469,1973.0,927.0,3469.0,-458.0,153142.88499999998
SKU0048,Smartphones_0048,Smartphones,128,7277,555,1048.0,234.0,6229.0,321.0,152298.01008
SKU0139,Laptops_0139,Laptops,180,4944,408,1068.0,488.0,3876.0,-80.0,151849.57788
SKU0079,Smartphones_0079,Smartphones,129,4672,415,1900.0,254.0,2772.0,161.0,151778.29968
SKU0197,Tablets_0197,Tablets,196,4025,332,1421.0,903.0,2604.0,-571.0,151762.35749999998
SKU0156,Tablets_0156,Tablets,116,4297,318,1625.0,868.0,2672.0,-550.0,150650.5728
SKU0058,Tablets_0058,Tablets,183,3299,281,624.0,766.0,2675.0,-485.0,150639.94785
SKU0157,Tablets_0157,Tablets,210,3353,308,943.0,709.0,2410.0,-401.0,150604.89936
SKU0132,Smartphones_0132,Smartphones,197,4599,357,1956.0,883.0,2643.0,-526.0,150454.51460000002
SKU0013,Laptops_0013,Laptops,113,5162,399,1690.0,222.0,3472.0,177.0,149488.37662500003
SKU0167,Tablets_0167,Tablets,105,2980,252,1057.0,543.0,1923.0,-291.0,148697.65869999997
SKU0192,Laptops_0192,Laptops,236,5289,487,921.0,966.0,4368.0,-479.0,147754.33992
SKU0123,Laptops_0123,Laptops,168,5442,469,860.0,682.0,4582.0,-213.0,147454.72069999998
SKU0004,Smartphones_0004,Smartphones,180,5117,390,1224.0,366.0,3893.0,24.0,147203.6085
SKU0189,Tablets_0189,Tablets,85,1597,137,561.0,849.0,1036.0,-712.0,146317.39988
SKU0187,Laptops_0187,Laptops,90,4742,356,923.0,987.0,3819.0,-631.0,146265.78239999997
SKU0195,Laptops_0195,Laptops,101,5583,450,806.0,369.0,4777.0,81.0,145297.869795
SKU0176,Tablets_0176,Tablets,60,1634,127,1553.0,704.0,81.0,-577.0,144693.81696
SKU0148,Tablets_0148,Tablets,105,4479,317,835.0,220.0,3644.0,97.0,144498.84227999998
SKU0089,Tablets_0089,Tablets,147,4204,363,740.0,524.0,3464.0,-161.0,144281.089
SKU0057,Laptops_0057,Laptops,118,2788,266,1866.0,426.0,922.0,-160.0,142888.74527999997
SKU0165,Tablets_0165,Tablets,169,3168,269,548.0,522.0,2620.0,-253.0,142678.03095
SKU0136,Smartphones_0136,Smartphones,174,6441,543,1309.0,533.0,5132.0,10.0,142314.22926
SKU0132,Smartphones_0132,Smartphones,197,4599,357,1495.0,817.0,3104.0,-460.0,142178.855
SKU0048,Smartphones_0048,Smartphones,128,7277,555,1152.0,451.0,6125.0,104.0,141940.57836
SKU0108,Laptops_0108,Laptops,119,4654,393,516.0,946.0,4138.0,-553.0,141638.477915
SKU0197,Tablets_0197,Tablets,196,4025,332,835.0,946.0,3190.0,-614.0,141177.78999999998
SKU0004,Smartphones_0004,Smartphones,180,5117,390,1766.0,227.0,3351.0,163.0,140577.0795
SKU0137,Tablets_0137,Tablets,165,2138,212,1161.0,993.0,977.0,-781.0,140358.06884
SKU0066,Smartphones_0066,Smartphones,157,4363,333,1102.0,725.0,3261.0,-392.0,139929.759975
SKU0192,Laptops_0192,Laptops,236,5289,487,1270.0,824.0,4019.0,-337.0,139466.37888
SKU0004,Smartphones_0004,Smartphones,180,5117,390,824.0,669.0,4293.0,-279.0,138999.3345
SKU0137,Tablets_0137,Tablets,165,2138,212,1962.0,704.0,176.0,-492.0,138942.89156
SKU0161,Tablets_0161,Tablets,113,4298,337,1246.0,345.0,3052.0,-8.0,138781.57565
SKU0021,Laptops_0021,Laptops,115,2999,234,1366.0,360.0,1633.0,-126.0,138356.45099999997
SKU0188,Smartphones_0188,Smartphones,91,3619,317,942.0,494.0,2677.0,-177.0,138112.77599999998
SKU0004,Smartphones_0004,Smartphones,180,5117,390,891.0,607.0,4226.0,-217.0,137579.364
SKU0060,Laptops_0060,Laptops,146,3005,263,577.0,858.0,2428.0,-595.0,135837.43727999998
SKU0137,Tablets_0137,Tablets,165,2138,212,747.0,609.0,1391.0,-397.0,135483.56932
SKU0017,Laptops_0017,Laptops,266,8144,607,1098.0,747.0,7046.0,-140.0,133342.38684
SKU0082,Smartphones_0082,Smartphones,179,5183,433,1869.0,308.0,3314.0,125.0,130754.885205
SKU0132,Smartphones_0132,Smartphones,197,4599,357,1245.0,234.0,3354.0,123.0,129708.683
SKU0057,Laptops_0057,Laptops,118,2788,266,1305.0,472.0,1483.0,-206.0,129057.44752
SKU0134,Smartphones_0134,Smartphones,257,6756,498,548.0,423.0,6208.0,75.0,128242.88333999999
SKU0076,Smartphones_0076,Smartphones,186,9356,648,659.0,844.0,8697.0,-196.0,128023.84602000003
SKU0139,Laptops_0139,Laptops,180,4944,408,1918.0,699.0,3026.0,-291.0,127585.24548000001
SKU0140,Laptops_0140,Laptops,158,3084,246,978.0,871.0,2106.0,-625.0,127296.90302000003
SKU0157,Tablets_0157,Tablets,210,3353,308,1453.0,532.0,1900.0,-224.0,126998.32248
SKU0123,Laptops_0123,Laptops,168,5442,469,1062.0,853.0,4380.0,-384.0,125489.65547999999
SKU0197,Tablets_0197,Tablets,196,4025,332,1741.0,897.0,2284.0,-565.0,124415.7525
SKU0039,Smartphones_0039,Smartphones,120,8611,639,1555.0,647.0,7056.0,-8.0,123805.72470000002
SKU0167,Tablets_0167,Tablets,105,2980,252,1553.0,781.0,1427.0,-529.0,123172.31169999998
SKU0165,Tablets_0165,Tablets,169,3168,269,1827.0,968.0,1341.0,-699.0,122924.17137
SKU0137,Tablets_0137,Tablets,165,2138,212,1810.0,361.0,328.0,-149.0,122668.35284
SKU0148,Tablets_0148,Tablets,105,4479,317,970.0,468.0,3509.0,-151.0,122511.20843999999
SKU0013,Laptops_0013,Laptops,113,5162,399,1828.0,408.0,3334.0,-9.0,122181.36637500001
SKU0165,Tablets_0165,Tablets,169,3168,269,815.0,236.0,2353.0,33.0,121910.11286999998
SKU0162,Tablets_0162,Tablets,140,3580,269,831.0,233.0,2749.0,36.0,121785.57797999997
SKU0024,Smartphones_0024,Smartphones,132,3182,241,1256.0,737.0,1926.0,-496.0,121640.37326
SKU0128,Laptops_0128,Laptops,122,4305,411,1744.0,966.0,2561.0,-555.0,120642.66599999998
SKU0134,Smartphones_0134,Smartphones,257,6756,498,588.0,955.0,6168.0,-457.0,119971.16273999999
SKU0189,Tablets_0189,Tablets,85,1597,137,1108.0,201.0,489.0,-64.0,119834.94635999999
SKU0165,Tablets_0165,Tablets,169,3168,269,860.0,352.0,2308.0,-83.0,119395.24779
SKU0090,Tablets_0090,Tablets,83,1500,149,788.0,394.0,712.0,-245.0,118806.56171999998
SKU0017,Laptops_0017,Laptops,266,8144,607,1974.0,669.0,6170.0,-62.0,118421.24033999999
SKU0197,Tablets_0197,Tablets,196,4025,332,765.0,224.0,3260.0,108.0,117635.60250000001
SKU0082,Smartphones_0082,Smartphones,179,5183,433,1489.0,321.0,3694.0,112.0,116893.06471499999
SKU0183,Tablets_0183,Tablets,100,5055,388,1975.0,213.0,3080.0,175.0,115311.72312
SKU0076,Smartphones_0076,Smartphones,186,9356,648,996.0,429.0,8360.0,219.0,112999.82414000001
SKU0161,Tablets_0161,Tablets,113,4298,337,620.0,940.0,3678.0,-603.0,111634.26855000001
SKU0083,Peripherals_0083,Peripherals,139,1034,100,500.0,460.0,534.0,-360.0,111429.45659999999
SKU0167,Tablets_0167,Tablets,105,2980,252,625.0,532.0,2355.0,-280.0,110960.18489999998
SKU0134,Smartphones_0134,Smartphones,257,6756,498,753.0,926.0,6003.0,-428.0,110326.02437999999
SKU0011,Smartphones_0011,Smartphones,127,2883,224,1219.0,981.0,1664.0,-757.0,110190.3669
SKU0004,Smartphones_0004,Smartphones,180,5117,390,1177.0,609.0,3940.0,-219.0,109863.64350000002
SKU0066,Smartphones_0066,Smartphones,157,4363,333,1906.0,702.0,2457.0,-369.0,108963.745275
SKU0157,Tablets_0157,Tablets,210,3353,308,1257.0,693.0,2096.0,-385.0,108850.54056000001
SKU0043,Tablets_0043,Tablets,65,1818,154,727.0,447.0,1091.0,-293.0,108788.18924999998
SKU0004,Smartphones_0004,Smartphones,180,5117,390,540.0,364.0,4577.0,26.0,108022.941
SKU0083,Peripherals_0083,Peripherals,139,1034,100,1486.0,913.0,-452.0,-813.0,107663.15251999999
SKU0123,Laptops_0123,Laptops,168,5442,469,1521.0,403.0,3921.0,66.0,107550.06037999998
SKU0140,Laptops_0140,Laptops,158,3084,246,761.0,803.0,2323.0,-557.0,107267.39646000002
SKU0095,Tablets_0095,Tablets,103,3674,279,955.0,420.0,2719.0,-141.0,107245.60704
SKU0044,Tablets_0044,Tablets,119,3300,311,1256.0,730.0,2044.0,-419.0,107165.30515000003
SKU0183,Tablets_0183,Tablets,100,5055,388,1563.0,300.0,3492.0,88.0,106853.22846
SKU0194,Laptops_0194,Laptops,129,2046,187,556.0,902.0,1490.0,-715.0,105376.82999999999
SKU0162,Tablets_0162,Tablets,140,3580,269,1775.0,296.0,1805.0,-27.0,104822.77431999998
SKU0083,Peripherals_0083,Peripherals,139,1034,100,1106.0,614.0,-72.0,-514.0,104636.24556
SKU0192,Laptops_0192,Laptops,236,5289,487,619.0,763.0,4670.0,-276.0,103504.24908000001
SKU0192,Laptops_0192,Laptops,236,5289,487,1176.0,500.0,4113.0,-13.0,102265.81812000001
SKU0192,Laptops_0192,Laptops,236,5289,487,1975.0,372.0,3314.0,115.0,101741.86656
SKU0058,Tablets_0058,Tablets,183,3299,281,622.0,499.0,2677.0,-218.0,101638.21324999999
SKU0107,Smartphones_0107,Smartphones,97,2598,211,1409.0,871.0,1189.0,-660.0,100806.3549
SKU0023,Smartphones_0023,Smartphones,154,8280,602,523.0,333.0,7757.0,269.0,100051.92443999999
SKU0013,Laptops_0013,Laptops,113,5162,399,1709.0,439.0,3453.0,-40.0,99915.65032500002
SKU0162,Tablets_0162,Tablets,140,3580,269,1813.0,445.0,1767.0,-176.0,99308.55021999999
SKU0046,Tablets_0046,Tablets,213,4248,372,1423.0,333.0,2825.0,39.0,98756.240055
SKU0189,Tablets_0189,Tablets,85,1597,137,1728.0,451.0,-131.0,-314.0,98589.96972
SKU0070,Laptops_0070,Laptops,79,1766,176,1997.0,825.0,-231.0,-649.0,98443.16936999999
SKU0128,Laptops_0128,Laptops,122,4305,411,1171.0,712.0,3134.0,-301.0,98012.982
SKU0013,Laptops_0013,Laptops,113,5162,399,1715.0,438.0,3447.0,-39.0,97815.11107500002
SKU0057,Laptops_0057,Laptops,118,2788,266,1517.0,696.0,1271.0,-430.0,97755.03679999999
SKU0194,Laptops_0194,Laptops,129,2046,187,1326.0,981.0,720.0,-794.0,96463.42679999999
SKU0139,Laptops_0139,Laptops,180,4944,408,1432.0,493.0,3512.0,-85.0,95364.46919999999
SKU0015,Peripherals_0015,Peripherals,256,2909,275,1868.0,764.0,1041.0,-489.0,95363.10615
SKU0046,Tablets_0046,Tablets,213,4248,372,1696.0,712.0,2552.0,-340.0,94661.516235
SKU0083,Peripherals_0083,Peripherals,139,1034,100,603.0,330.0,431.0,-230.0,93244.90868
SKU0006,Tablets_0006,Tablets,78,2831,226,693.0,534.0,2138.0,-308.0,93184.47305999999
SKU0110,Laptops_0110,Laptops,326,6849,573,873.0,281.0,5976.0,292.0,92511.083
SKU0021,Laptops_0021,Laptops,115,2999,234,1988.0,568.0,1011.0,-334.0,92019.5478
SKU0085,Laptops_0085,Laptops,131,5236,454,1163.0,670.0,4073.0,-216.0,91761.04092999999
SKU0011,Smartphones_0011,Smartphones,127,2883,224,1823.0,209.0,1060.0,15.0,91690.59869999999
SKU0089,Tablets_0089,Tablets,147,4204,363,1448.0,685.0,2756.0,-322.0,91300.185
SKU0060,Laptops_0060,Laptops,146,3005,263,1654.0,277.0,1351.0,-14.0,90957.9156
SKU0083,Peripherals_0083,Peripherals,139,1034,100,1876.0,584.0,-842.0,-484.0,90587.70027999999
SKU0195,Laptops_0195,Laptops,101,5583,450,1746.0,642.0,3837.0,-192.0,90343.798155
SKU0187,Laptops_0187,Laptops,90,4742,356,629.0,386.0,4113.0,-30.0,90061.8012
SKU0031,Smartphones_0031,Smartphones,177,4422,426,1656.0,641.0,2766.0,-215.0,89950.39345500001
SKU0083,Peripherals_0083,Peripherals,139,1034,100,1625.0,484.0,-591.0,-384.0,89732.77235999999
SKU0192,Laptops_0192,Laptops,236,5289,487,1682.0,334.0,3607.0,153.0,89643.34872
SKU0059,Smartphones_0059,Smartphones,145,5743,473,616.0,641.0,5127.0,-168.0,89336.64957
SKU0015,Peripherals_0015,Peripherals,256,2909,275,994.0,491.0,1915.0,-216.0,88394.51985
SKU0024,Smartphones_0024,Smartphones,132,3182,241,1070.0,670.0,2112.0,-429.0,87657.97081999999
SKU0161,Tablets_0161,Tablets,113,4298,337,1716.0,526.0,2582.0,-189.0,86757.83885
SKU0011,Smartphones_0011,Smartphones,127,2883,224,1924.0,219.0,959.0,5.0,86661.5355
SKU0110,Laptops_0110,Laptops,326,6849,573,1782.0,438.0,5067.0,135.0,86647.7045
SKU0079,Smartphones_0079,Smartphones,129,4672,415,1383.0,268.0,3289.0,147.0,86168.08367999998
SKU0005,Peripherals_0005,Peripherals,297,1699,226,1233.0,864.0,466.0,-638.0,86080.85957999999
SKU0140,Laptops_0140,Laptops,158,3084,246,1984.0,617.0,1100.0,-371.0,85360.12366000001
SKU0156,Tablets_0156,Tablets,116,4297,318,829.0,778.0,3468.0,-460.0,84497.38751999999
SKU0015,Peripherals_0015,Peripherals,256,2909,275,1605.0,892.0,1304.0,-617.0,84399.78885
SKU0009,Accessories_0009,Accessories,456,5780,630,1374.0,307.0,4406.0,323.0,83853.65305
SKU0058,Tablets_0058,Tablets,183,3299,281,1878.0,706.0,1421.0,-425.0,83099.09545
SKU0139,Laptops_0139,Laptops,180,4944,408,919.0,329.0,4025.0,79.0,82893.73092
SKU0016,Wearables_0016,Wearables,225,1061,135,1120.0,264.0,-59.0,-129.0,82734.343445
SKU0140,Laptops_0140,Laptops,158,3084,246,824.0,496.0,2260.0,-250.0,81761.07170000001
SKU0181,Laptops_0181,Laptops,77,3064,240,1891.0,495.0,1173.0,-255.0,81660.310875
SKU0095,Tablets_0095,Tablets,103,3674,279,606.0,951.0,3068.0,-672.0,81225.73887999999
SKU0044,Tablets_0044,Tablets,119,3300,311,1656.0,452.0,1644.0,-141.0,80975.28045
SKU0082,Smartphones_0082,Smartphones,179,5183,433,819.0,453.0,4364.0,-20.0,80466.935535
SKU0140,Laptops_0140,Laptops,158,3084,246,1349.0,764.0,1735.0,-518.0,80391.86715
SKU0021,Laptops_0021,Laptops,115,2999,234,871.0,305.0,2128.0,-71.0,80165.92139999999
SKU0132,Smartphones_0132,Smartphones,197,4599,357,729.0,455.0,3870.0,-98.0,79563.4762
SKU0009,Accessories_0009,Accessories,456,5780,630,1099.0,294.0,4681.0,336.0,79404.7919
SKU0005,Peripherals_0005,Peripherals,297,1699,226,1405.0,938.0,294.0,-712.0,79303.28886
SKU0019,Accessories_0019,Accessories,399,3179,383,1600.0,797.0,1579.0,-414.0,79266.3641
SKU0043,Tablets_0043,Tablets,65,1818,154,1719.0,639.0,99.0,-485.0,78782.46674999999
SKU0001,Wearables_0001,Wearables,265,1397,175,1675.0,441.0,-278.0,-266.0,77668.80974999999
SKU0157,Tablets_0157,Tablets,210,3353,308,690.0,375.0,2663.0,-67.0,77037.69576
SKU0110,Laptops_0110,Laptops,326,6849,573,1745.0,412.0,5104.0,161.0,76901.46646
SKU0122,Tablets_0122,Tablets,118,4635,349,913.0,666.0,3722.0,-317.0,76493.0538
SKU0005,Peripherals_0005,Peripherals,297,1699,226,1425.0,878.0,274.0,-652.0,76238.15153999999
SKU0104,Laptops_0104,Laptops,177,8121,588,726.0,361.0,7395.0,227.0,76081.84032
SKU0016,Wearables_0016,Wearables,225,1061,135,1295.0,589.0,-234.0,-454.0,75839.083775
SKU0016,Wearables_0016,Wearables,225,1061,135,848.0,737.0,213.0,-602.0,75751.357825
SKU0197,Tablets_0197,Tablets,196,4025,332,531.0,820.0,3494.0,-488.0,75485.67
SKU0108,Laptops_0108,Laptops,119,4654,393,614.0,234.0,4040.0,159.0,74732.06911499999
SKU0017,Laptops_0017,Laptops,266,8144,607,1593.0,417.0,6551.0,190.0,74675.94966
SKU0056,Peripherals_0056,Peripherals,222,867,114,1064.0,975.0,-197.0,-861.0,74664.97664000001
SKU0066,Smartphones_0066,Smartphones,157,4363,333,1150.0,248.0,3213.0,85.0,74557.062275
SKU0104,Laptops_0104,Laptops,177,8121,588,1777.0,326.0,6344.0,262.0,74393.69056
SKU0046,Tablets_0046,Tablets,213,4248,372,1278.0,543.0,2970.0,-171.0,73338.048795
SKU0001,Wearables_0001,Wearables,265,1397,175,1555.0,694.0,-158.0,-519.0,73208.53575
SKU0001,Wearables_0001,Wearables,265,1397,175,1594.0,785.0,-197.0,-610.0,73157.07104999998
SKU0157,Tablets_0157,Tablets,210,3353,308,1134.0,555.0,2219.0,-247.0,73133.39208
SKU0056,Peripherals_0056,Peripherals,222,867,114,568.0,474.0,299.0,-360.0,72471.83616
SKU0134,Smartphones_0134,Smartphones,257,6756,498,1437.0,341.0,5319.0,157.0,71932.75518
SKU0122,Tablets_0122,Tablets,118,4635,349,1223.0,522.0,3412.0,-173.0,71667.31752
SKU0015,Peripherals_0015,Peripherals,256,2909,275,659.0,979.0,2250.0,-704.0,71461.299
SKU0059,Smartphones_0059,Smartphones,145,5743,473,1246.0,233.0,4497.0,240.0,70925.57283
SKU0026,Wearables_0026,Wearables,317,2238,250,1968.0,877.0,270.0,-627.0,70681.697555
SKU0017,Laptops_0017,Laptops,266,8144,607,1721.0,824.0,6423.0,-217.0,70076.72567999999
SKU0134,Smartphones_0134,Smartphones,257,6756,498,984.0,243.0,5772.0,255.0,69966.27066
SKU0136,Smartphones_0136,Smartphones,174,6441,543,1213.0,252.0,5228.0,291.0,69913.2591
SKU0009,Accessories_0009,Accessories,456,5780,630,922.0,931.0,4858.0,-301.0,69832.3608
SKU0083,Peripherals_0083,Peripherals,139,1034,100,800.0,943.0,234.0,-843.0,69769.05012
SKU0026,Wearables_0026,Wearables,317,2238,250,908.0,823.0,1330.0,-573.0,69612.787195
SKU0092,Accessories_0092,Accessories,477,6064,628,1585.0,359.0,4479.0,269.0,69228.40176000001
SKU0162,Tablets_0162,Tablets,140,3580,269,1305.0,361.0,2275.0,-92.0,69216.64155999999
SKU0043,Tablets_0043,Tablets,65,1818,154,780.0,707.0,1038.0,-553.0,68315.35424999999
SKU0016,Wearables_0016,Wearables,225,1061,135,1490.0,443.0,-429.0,-308.0,67733.205995
SKU0137,Tablets_0137,Tablets,165,2138,212,1748.0,963.0,390.0,-751.0,67004.71315999998
SKU0134,Smartphones_0134,Smartphones,257,6756,498,807.0,855.0,5949.0,-357.0,66876.08069999999
SKU0026,Wearables_0026,Wearables,317,2238,250,1927.0,429.0,311.0,-179.0,66673.28370500001
SKU0026,Wearables_0026,Wearables,317,2238,250,540.0,826.0,1698.0,-576.0,66075.951445
SKU0047,Peripherals_0047,Peripherals,192,1172,119,1510.0,204.0,-338.0,-85.0,66066.72352000001
SKU0173,Accessories_0173,Accessories,491,7160,704,1032.0,964.0,6128.0,-260.0,65700.84779999999
SKU0019,Accessories_0019,Accessories,399,3179,383,1592.0,549.0,1587.0,-166.0,65478.51478
SKU0155,Accessories_0155,Accessories,381,2835,337,1034.0,444.0,1801.0,-107.0,65190.193929999994
SKU0039,Smartphones_0039,Smartphones,120,8611,639,915.0,799.0,7696.0,-160.0,64878.03868000003
SKU0015,Peripherals_0015,Peripherals,256,2909,275,516.0,220.0,2393.0,55.0,64736.83515
